ID,回,順位,チーム名,フリガナ,得点,男子,女子,混合
29,77,29位,セ・平塚,セントラルフィットネスクラブヒラツカ,111.0,35.0,67.0,9.0
30,77,30位,セ・千葉みなと,セントラルフィットネスクラブチバミナト,108.0,46.0,62.0,0.0
31,77,31位,ザバス鶴見,ザバススポーツクラブツルミ,106.0,58.0,39.0,9.0
32,77,32位,セ・藤沢,セントラルフィットネスクラブフジサワ,105.0,32.0,73.0,0.0
33,77,33位,セ・柏,セントラルウェルネスクラブカシワ,98.0,91.0,7.0,0.0
34,77,34位,セ・自由が丘,セントラルフィットネスクラブジユウガオカ,97.0,19.0,78.0,0.0
35,77,35位,セ・能見台,セントラルウェルネスクラブノウケンダイ,95.0,38.0,57.0,0.0
36,77,36位,セ・流山,セントラルフィットネスクラブナガレヤマ,94.0,67.0,27.0,0.0
37,77,37位,ザバス川崎,ザバススポーツクラブカワサキ,93.0,21.0,64.0,8.0
38,77,37位,セ・戸塚,セントラルスポーツクラブトツカ,93.0,0.0,93.0,0.0
39,77,39位,セ・ときわ台,セントラルウェルネスクラブトキワダイ,92.0,47.0,45.0,0.0
40,77,40位,セ・福生,セントラルスポーツフッサ,89.0,52.0,37.0,0.0
41,77,41位,セ・トレッサ,セントラルウェルネスクラブトレッサオオクラヤマ,82.0,42.0,40.0,0.0
42,77,42位,セ・蒲田,ラヴィセントラルフィットネスクラブカマタ,79.0,41.0,38.0,0.0
43,77,43位,セ・南宇都宮,セントラルスポーツクラブミナミウツノミヤ,77.0,14.0,63.0,0.0
44,77,44位,セ・横浜,セントラルスイムクラブヨコハマ,74.0,14.0,56.0,4.0
45,77,45位,セ・西東京,セントラルフィットネスクラブニシトウキョウ,64.0,36.0,28.0,0.0
46,77,46位,墨田区体育館,スミダクソウゴウタイイクカン,62.0,25.0,37.0,0.0
47,77,47位,セ・新都心,セントラルウェルネスクラブサイタマシントシン,55.0,7.0,43.0,5.0
48,77,48位,セ・谷津,セントラルフィットネスクラブヤツ,52.0,8.0,44.0,0.0
49,77,49位,曽谷・セ,ソヤセントラルスイムクラブ,49.0,11.0,38.0,0.0
50,77,49位,セ・東十条,セントラルウェルネスクラブヒガシジュウジョ,49.0,4.0,45.0,0.0
51,77,51位,セ・下北沢,セントラルフィットネスクラブシモキタザワ,48.0,29.0,19.0,0.0
52,77,52位,セ・S湘南台,セントラルスイムクラブショウナンダイ,46.0,27.0,19.0,0.0
53,77,53位,CS南行徳,セントラルスポーツミナミギョウトク,45.0,0.0,45.0,0.0
54,77,53位,G-SPA,ゴールデンスパニューオータニ,45.0,20.0,25.0,0.0
55,77,53位,ミズノMT,ミズノマスターズチーム,45.0,35.0,10.0,0.0
56,77,56位,セ・府中,セントラルフィットネスクラブフチュウ,42.0,13.0,27.0,2.0
57,77,57位,セ・館山,セントラルスポーツクラブタテヤマ,41.0,19.0,22.0,0.0
58,77,58位,ザバス八景,ザバススポーツクラブカナザワハッケイ,40.0,6.0,34.0,0.0
59,77,59位,セ・東戸塚,セントラルスポーツクラブヒガシトツカ,39.0,39.0,0.0,0.0
60,77,60位,セ・稲毛海岸,セントラルフィットネスクラブイナゲカイガン,36.0,16.0,20.0,0.0
61,77,61位,セ・青砥,セントラルフィットネスクラブアオト,33.0,11.0,17.0,5.0
62,77,62位,セ・久喜,セントラルウェルネスクラブニシジュウヨウキ,31.0,25.0,6.0,0.0
63,77,63位,クリーンスパ,セントラルスポーツクリーンスパイチカワ,28.0,0.0,28.0,0.0
64,77,64位,セ・宇都宮,セントラルスポーツクラブウツノミヤ,26.0,0.0,26.0,0.0
65,77,65位,セ・F宇都宮,セントラルフィットネスクラブウツノミヤ,24.0,3.0,21.0,0.0
66,77,66位,セ・長沼,セントラルウェルネスクラブナガヌマ,20.0,20.0,0.0,0.0
67,77,67位,セ・蘇我,セントラルフィットネスクラブソガ,19.0,0.0,19.0,0.0
68,77,68位,セ・溝ノ口,セントラルフィットネスクラブミゾノクチ,17.0,0.0,17.0,0.0
69,77,69位,セ・岩槻,セントラルスポーツクラブイワツキ,16.0,16.0,0.0,0.0
70,77,70位,セ・越谷LT,セントラルフィットネスクラブコシガヤレイクタウン,12.0,0.0,12.0,0.0
71,77,71位,セ・西新井,セントラルウェルネスクラブニシアライ,11.0,0.0,11.0,0.0
72,77,72位,セ・川越,セントラルスイムクラブカワゴエ,10.0,0.0,2.0,8.0
73,77,72位,セ・F東戸塚,セントラルフィットネスクラブヒガシトツカ,10.0,10.0,0.0,0.0
74,77,74位,セ・新川崎,セントラルフィットネスクラブシンカワサキ,9.0,9.0,0.0,0.0
75,77,75位,セ・亀有,セントラルフィットネスクラブカメアリ,7.0,7.0,0.0,0.0
76,77,75位,セ・西台,セントラルフィットネスクラブニシダイ,7.0,7.0,0.0,0.0
77,77,75位,セ・本郷台,セントラルスイムクラブホンゴウダイ,7.0,7.0,0.0,0.0
78,77,78位,セ・福島,セントラルウェルネスクラブフクシマ,6.0,6.0,0.0,0.0
79,77,79位,セ・八千代台,セントラルフィットネスクラブヤチヨダイ,3.0,3.0,0.0,0.0
