ID,回,順位,チーム名,フリガナ,得点,男子,女子,混合
28,78,28位,セントラルフィットネスクラブ茂原,セントラルフィットネスクラブモバラ,116.0,0,0,0
29,78,29位,セントラルフィットネスクラブ谷津,セントラルフィットネスクラブヤツ,113.0,0,0,0
30,78,30位,セントラルフィットネスクラブ流山,セントラルフィットネスクラブナガレヤマ,110.0,0,0,0
31,78,30位,セントラルスイムクラブ横浜,セントラルスイムクラブヨコハマ,110.0,0,0,0
32,78,32位,セントラルウェルネスクラブ桶川北本,セントラルウェルネスクラブオケガワキタモト,103.0,0,0,0
33,78,33位,ラヴィセントラルフィットネスクラブ蒲田,ラヴィセントラルフィットネスクラブカマタ,102.0,0,0,0
34,78,34位,セントラルフィットネスクラブ平塚,セントラルフィットネスクラブヒラツカ,95.0,0,0,0
35,78,35位,セントラルフィットネスクラブ武蔵小杉,セントラルフィットネスクラブムサシコスギ,87.0,0,0,0
36,78,36位,セントラルスイムクラブ湘南台,セントラルスイムクラブショウナンダイ,75.0,0,0,0
37,78,37位,セントラルウェルネスクラブ能見台,セントラルウェルネスクラブノウケンダイ,67.0,0,0,0
38,78,38位,セントラルウェルネスクラブさいたま新都心,セントラルウェルネスクラブサイタマシントシン,63.0,0,0,0
39,78,38位,セントラルフィットネスクラブ藤沢,セントラルフィットネスクラブフジサワ,63.0,0,0,0
40,78,40位,セントラルウェルネスクラブときわ台,セントラルウェルネスクラブトキワダイ,62.0,0,0,0
41,78,40位,セントラルウェルネスクラブトレッサ(大倉山),セントラルウェルネスクラブトレッサオオクラヤマ,62.0,0,0,0
42,78,42位,セントラルフィットネスクラブ自由が丘,セントラルフィットネスクラブジユウガオカ,59.0,0,0,0
43,78,43位,セントラルスポーツクラブ館山,セントラルスポーツクラブタテヤマ,54.0,0,0,0
44,78,44位,セントラルスポーツクラブ戸塚,セントラルスポーツクラブトツカ,51.0,0,0,0
45,78,45位,セントラルスポーツクラブ東戸塚,セントラルスポーツクラブヒガシトツカ,50.0,0,0,0
46,78,46位,セントラルウェルネスクラブ西新井,セントラルウェルネスクラブニシアライ,48.0,0,0,0
47,78,46位,ザバススポーツクラブ鶴見,ザバススポーツクラブツルミ,48.0,0,0,0
48,78,48位,セントラルフィットネスクラブ府中,セントラルフィットネスクラブフチュウ,47.0,0,0,0
49,78,48位,セントラルフィットネスクラブ目黒,セントラルフィットネスクラブメグロ,47.0,0,0,0
50,78,50位,セントラルスポーツクリーンスパイチカワ,セントラルスポーツクリーンスパイチカワ,46.0,0,0,0
51,78,51位,セントラルスポーツクラブ南宇都宮,セントラルスポーツクラブミナミウツノミヤ,45.0,0,0,0
52,78,51位,ゴールデンスパ・ニューオータニ,ゴールデンスパニューオータニ,45.0,0,0,0
53,78,53位,セントラルウェルネスクラブ福島,セントラルウェルネスクラブフクシマ,40.0,0,0,0
54,78,54位,セントラルスポーツフッサ,セントラルスポーツフッサ,39.0,0,0,0
55,78,55位,セントラルフィットネスクラブ稲毛海岸,セントラルフィットネスクラブイナゲカイガン,36.0,0,0,0
56,78,56位,墨田区総合体育館,スミダクソウゴウタイイクカン,33.0,0,0,0
57,78,57位,セントラルフィットネスクラブ新川崎,セントラルフィットネスクラブシンカワサキ,28.0,0,0,0
58,78,58位,曽谷セントラルスイムクラブ,ソヤセントラルスイムクラブ,27.0,0,0,0
59,78,58位,セントラルスイムクラブ川越,セントラルスイムクラブカワゴエ,27.0,0,0,0
60,78,58位,セントラルフィットネスクラブ東戸塚,セントラルフィットネスクラブヒガシトツカ,27.0,0,0,0
61,78,61位,セントラルフィットネスクラブ西東京,セントラルフィットネスクラブニシトウキョウ,26.0,0,0,0
62,78,62位,セントラルフィットネスクラブ下北沢,セントラルフィットネスクラブシモキタザワ,21.0,0,0,0
63,78,63位,セントラルフィットネスクラブ宇都宮,セントラルフィットネスクラブウツノミヤ,19.0,0,0,0
64,78,64位,セントラルスポーツクラブ岩槻,セントラルスポーツクラブイワツキ,12.0,0,0,0
65,78,64位,セントラルウェルネスクラブ24久喜,セントラルウェルネスクラブニジュウヨンクキ,12.0,0,0,0
66,78,64位,セントラルフィットネスクラブ青砥,セントラルフィットネスクラブアオト,12.0,0,0,0
67,78,64位,ザバススポーツクラブ藤が丘,ザバススポーツクラブフジガオカ,12.0,0,0,0
68,78,68位,セントラルウェルネスクラブ東十条,セントラルウェルネスクラブヒガシジュウジョウ,11.0,0,0,0
69,78,69位,セントラルフィットネスクラブ溝ノ口,セントラルフィットネスクラブミゾノクチ,10.0,0,0,0
70,78,70位,セントラルフィットネスクラブ越谷レイクタウン,セントラルフィットネスクラブコシガヤレイクタウン,7.0,0,0,0
71,78,71位,セントラルウェルネスクラブ高崎,セントラルウェルネスクラブタカサキ,6.0,0,0,0
72,78,71位,セントラルスポーツクラブ宇都宮,セントラルスポーツクラブウツノミヤ,6.0,0,0,0
73,78,73位,セントラルフィットネスクラブ亀有,セントラルフィットネスクラブカメアリ,4.0,0,0,0
