レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,チーム名,合計年齢,水路,時間,大会新,LAPタイム,選手名,飛込タイム,タイム
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,1,セ・市ヶ尾,200歳,3/3,2:34.60,,"43.45,1:26.38,1:57.57",池田百合子,0.36,31.19
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,1,セ・市ヶ尾,200歳,3/3,2:34.60,,"43.45,1:26.38,1:57.57",白須靖子,0.41,37.03
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,2,セ・越谷,204歳,2/4,2:38.87,,"45.42,1:30.12,2:03.19",石田良子,0.57,45.42
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,2,セ・越谷,204歳,2/4,2:38.87,,"45.42,1:30.12,2:03.19",磯村由紀子,0,44.7
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,2,セ・越谷,204歳,2/4,2:38.87,,"45.42,1:30.12,2:03.19",遠藤桃,0.75,33.07
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,2,セ・越谷,204歳,2/4,2:38.87,,"45.42,1:30.12,2:03.19",細沼悦子,0.34,35.68
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,3,セ・二俣川,200歳,2/5,2:47.35,,"43.16,1:28.00,2:11.34",草野茜,0.64,43.16
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,3,セ・二俣川,200歳,2/5,2:47.35,,"43.16,1:28.00,2:11.34",永瀬秀子,0.31,44.84
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,3,セ・二俣川,200歳,2/5,2:47.35,,"43.16,1:28.00,2:11.34",吉池奈々,0.53,43.34
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,3,セ・二俣川,200歳,2/5,2:47.35,,"43.16,1:28.00,2:11.34",前田由希映,0.62,36.01
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,4,セ・松戸,216歳,2/6,2:47.92,,"44.88,1:33.27,2:16.31",及川薫,0.78,44.88
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,4,セ・松戸,216歳,2/6,2:47.92,,"44.88,1:33.27,2:16.31",八尋加苗,0.4,48.39
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,4,セ・松戸,216歳,2/6,2:47.92,,"44.88,1:33.27,2:16.31",青木華世子,0.23,43.04
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,4,セ・松戸,216歳,2/6,2:47.92,,"44.88,1:33.27,2:16.31",柳美希,0.48,31.61
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,5,セ・慶應日吉,205歳,2/8,2:54.27,,"47.98,1:44.62,2:18.42",中野朗子,0.77,47.98
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,5,セ・慶應日吉,205歳,2/8,2:54.27,,"47.98,1:44.62,2:18.42",鈴木夏実,,56.64
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,5,セ・慶應日吉,205歳,2/8,2:54.27,,"47.98,1:44.62,2:18.42",宮本八重,0.47,33.8
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,5,セ・慶應日吉,205歳,2/8,2:54.27,,"47.98,1:44.62,2:18.42",福本麻美,0.67,35.85
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,6,セ・清瀬,239歳,1/6,3:02.43,,"52.15,1:41.54,2:25.73",小笠原暁子,0.81,52.15
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,6,セ・清瀬,239歳,1/6,3:02.43,,"52.15,1:41.54,2:25.73",佐藤美絵子,0.63,49.39
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,6,セ・清瀬,239歳,1/6,3:02.43,,"52.15,1:41.54,2:25.73",岡田眞弓,0.63,44.19
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,6,セ・清瀬,239歳,1/6,3:02.43,,"52.15,1:41.54,2:25.73",大槻真由美,0.57,36.7
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,7,セ・越谷,227歳,1/5,3:03.02,,"45.61,1:39.77,2:18.54",小林のぞみ,0.59,45.61
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,7,セ・越谷,227歳,1/5,3:03.02,,"45.61,1:39.77,2:18.54",太田初美,0.57,54.16
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,7,セ・越谷,227歳,1/5,3:03.02,,"45.61,1:39.77,2:18.54",山田未紗子,0.28,38.77
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,7,セ・越谷,227歳,1/5,3:03.02,,"45.61,1:39.77,2:18.54",米林清子,0.76,44.48
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,8,セ・桶川北本,205歳,1/7,3:09.79,,"55.08,1:51.47,2:27.16",村岡貴子,0.89,55.08
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,8,セ・桶川北本,205歳,1/7,3:09.79,,"55.08,1:51.47,2:27.16",加藤涼子,0.65,56.39
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,8,セ・桶川北本,205歳,1/7,3:09.79,,"55.08,1:51.47,2:27.16",梅澤亮子,0.53,35.69
No.11,女子,4x50mメドレ-リレ-,2:08.87,2:13.47,200~239歳,2:20.02,8,セ・桶川北本,205歳,1/7,3:09.79,,"55.08,1:51.47,2:27.16",山本登美子,,42.63
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,1,セ・葛西,187歳,3/2,2:29.46,,"38.15,1:24.31,1:57.38",永田加那子,0.54,38.15
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,1,セ・葛西,187歳,3/2,2:29.46,,"38.15,1:24.31,1:57.38",羽山恵津子,0.36,46.16
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,1,セ・葛西,187歳,3/2,2:29.46,,"38.15,1:24.31,1:57.38",大椛詩織,0.63,33.07
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,1,セ・葛西,187歳,3/2,2:29.46,,"38.15,1:24.31,1:57.38",原田佳子,0.32,32.08
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,2,セ・大森,199歳,3/10,2:34.98,,"36.86,1:24.50,1:57.11",浅尾有香,0.63,36.86
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,2,セ・大森,199歳,3/10,2:34.98,,"36.86,1:24.50,1:57.11",大島江理子,0.54,47.64
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,2,セ・大森,199歳,3/10,2:34.98,,"36.86,1:24.50,1:57.11",田中志歩,0.27,32.61
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,2,セ・大森,199歳,3/10,2:34.98,,"36.86,1:24.50,1:57.11",立石由美子,0.47,37.87
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,3,セ・成城,188歳,3/8,2:35.59,,"39.77,1:24.68,2:00.71",羽田文,0.73,39.77
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,3,セ・成城,188歳,3/8,2:35.59,,"39.77,1:24.68,2:00.71",佐藤洋子,0.36,44.91
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,3,セ・成城,188歳,3/8,2:35.59,,"39.77,1:24.68,2:00.71",佐々木彩,0.16,36.03
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,3,セ・成城,188歳,3/8,2:35.59,,"39.77,1:24.68,2:00.71",岩田愛恵,0.4,34.88
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,4,セ・阿佐谷,191歳,3/6,2:43.54,,"38.91,1:28.68,2:05.53",小野真佐子,0.71,38.91
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,4,セ・阿佐谷,191歳,3/6,2:43.54,,"38.91,1:28.68,2:05.53",石原なおみ,0.57,49.77
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,4,セ・阿佐谷,191歳,3/6,2:43.54,,"38.91,1:28.68,2:05.53",今井恵子,0.63,36.85
No.11,女子,4x50mメドレ-リレ-,2:02.92,2:06.69,160~199歳,2:15.71,4,セ・阿佐谷,191歳,3/6,2:43.54,,"38.91,1:28.68,2:05.53",野島正代,0.4,38.01
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,1,セ・長津田,140歳,3/7,2:23.34,,"36.34,1:15.40,1:46.21",川北恵,0.73,36.34
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,1,セ・長津田,140歳,3/7,2:23.34,,"36.34,1:15.40,1:46.21",長崎千怜,0.32,39.06
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,1,セ・長津田,140歳,3/7,2:23.34,,"36.34,1:15.40,1:46.21",吉村華余,0.17,30.81
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,1,セ・長津田,140歳,3/7,2:23.34,,"36.34,1:15.40,1:46.21",久保かおり,0.4,37.13
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,2,セ・南青山,131歳,3/1,2:33.65,,"41.09,1:16.99,1:53.04",友田智哲,0.70,41.09
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,2,セ・南青山,131歳,3/1,2:33.65,,"41.09,1:16.99,1:53.04",竹山睦月,0.32,35.9
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,2,セ・南青山,131歳,3/1,2:33.65,,"41.09,1:16.99,1:53.04",皆川すみれ,0.63,36.05
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,2,セ・南青山,131歳,3/1,2:33.65,,"41.09,1:16.99,1:53.04",國政玲,0.47,40.61
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,3,セ・おおたか,152歳,3/9,2:37.99,,"44.66,1:27.67,2:03.27",髙橋未沙,0.84,44.66
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,3,セ・おおたか,152歳,3/9,2:37.99,,"44.66,1:27.67,2:03.27",中村可奈子,0.77,43.01
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,3,セ・おおたか,152歳,3/9,2:37.99,,"44.66,1:27.67,2:03.27",嶋田菜々子,0.34,35.6
No.11,女子,4x50mメドレ-リレ-,1:59.41,1:59.41,120~159歳,2:16.17,3,セ・おおたか,152歳,3/9,2:37.99,,"44.66,1:27.67,2:03.27",柳有美子,0.58,34.72
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,1,セ・二俣川,100歳,3/5,2:23.05,,"34.9,1:17.85,1:49.77",竹下菜々美,0.63,34.90
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,1,セ・二俣川,100歳,3/5,2:23.05,,"34.9,1:17.85,1:49.77",深堀陽子,0.52,42.95
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,1,セ・二俣川,100歳,3/5,2:23.05,,"34.9,1:17.85,1:49.77",表侑寿,0.34,31.92
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,1,セ・二俣川,100歳,3/5,2:23.05,,"34.9,1:17.85,1:49.77",松本彩花,0.1,33.28
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,2,セ・成城,111歳,3/4,2:23.73,,"35.97,1:17.47,1:52.41",広瀬幸音,0.65,35.97
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,2,セ・成城,111歳,3/4,2:23.73,,"35.97,1:17.47,1:52.41",仲田笑美,0.64,41.5
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,2,セ・成城,111歳,3/4,2:23.73,,"35.97,1:17.47,1:52.41",中畑眸,0.56,34.94
No.11,女子,4x50mメドレ-リレ-,2:00.05,2:02.39,72~119歳,2:13.72,2,セ・成城,111歳,3/4,2:23.73,,"35.97,1:17.47,1:52.41",宮田さくら,0.17,31.32
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,1,セ・成城,291歳,1/7,2:49.09,,"44.28,1:31.75,2:12.43",吉田亮,0.89,44.28
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,1,セ・成城,291歳,1/7,2:49.09,,"44.28,1:31.75,2:12.43",中井岳郎,0.46,47.47
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,1,セ・成城,291歳,1/7,2:49.09,,"44.28,1:31.75,2:12.43",木津誠,0.59,40.68
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,1,セ・成城,291歳,1/7,2:49.09,,"44.28,1:31.75,2:12.43",若宮強,0.6,36.66
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,2,セ・阿佐谷,285歳,1/8,3:01.89,,"59.19,1:42.71,2:21.89",伴野保志,1.00,59.19
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,2,セ・阿佐谷,285歳,1/8,3:01.89,,"59.19,1:42.71,2:21.89",吉村進,0.09,43.52
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,2,セ・阿佐谷,285歳,1/8,3:01.89,,"59.19,1:42.71,2:21.89",久保田勝己,0.42,39.18
No.12,男子,4x50mメドレ-リレ-,2:07.03,2:17.91,280~319歳,2:35.20,2,セ・阿佐谷,285歳,1/8,3:01.89,,"59.19,1:42.71,2:21.89",宇佐美栄二,0.48,40
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,1,セ・二俣川,242歳,1/5,2:38.23,,"36.27,1:19.80,2:04.04",下家成人,0.70,36.27
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,1,セ・二俣川,242歳,1/5,2:38.23,,"36.27,1:19.80,2:04.04",草野剛史,0.43,43.53
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,1,セ・二俣川,242歳,1/5,2:38.23,,"36.27,1:19.80,2:04.04",香川左近,0.48,44.24
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,1,セ・二俣川,242歳,1/5,2:38.23,,"36.27,1:19.80,2:04.04",若島健二,0.46,34.19
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,2,セ・長津田,252歳,1/6,2:46.90,,"45.38,1:25.55,2:13.66",西森文史郎,0.71,45.38
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,2,セ・長津田,252歳,1/6,2:46.90,,"45.38,1:25.55,2:13.66",池谷千尋,0.29,40.17
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,2,セ・長津田,252歳,1/6,2:46.90,,"45.38,1:25.55,2:13.66",飯沼明,0.55,48.11
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,2,セ・長津田,252歳,1/6,2:46.90,,"45.38,1:25.55,2:13.66",金子謙一,0.21,33.24
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,3,セ・葛西,253歳,1/3,2:50.66,,"39.23,1:29.50,2:05.33",宮木幸彦,0.77,39.23
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,3,セ・葛西,253歳,1/3,2:50.66,,"39.23,1:29.50,2:05.33",赤坂吉昭,0.34,50.27
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,3,セ・葛西,253歳,1/3,2:50.66,,"39.23,1:29.50,2:05.33",原田真,0.44,35.83
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,3,セ・葛西,253歳,1/3,2:50.66,,"39.23,1:29.50,2:05.33",大内洋,0.52,45.33
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,4,G-SPA,251歳,1/2,2:54.85,,"41.88,1:29.05,2:13.69",佐々木栄一,0.72,41.88
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,4,G-SPA,251歳,1/2,2:54.85,,"41.88,1:29.05,2:13.69",若山聖亮,0.79,47.17
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,4,G-SPA,251歳,1/2,2:54.85,,"41.88,1:29.05,2:13.69",福田剛紀,0.21,44.64
No.12,男子,4x50mメドレ-リレ-,1:57.46,2:03.13,240~279歳,2:03.13,4,G-SPA,251歳,1/2,2:54.85,,"41.88,1:29.05,2:13.69",中村雄一,,41.16
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,1,セ・市ヶ尾,200歳,4/9,2:02.39,,"31.23,1:08.92,1:35.59",田窪達,0.64,31.23
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,1,セ・市ヶ尾,200歳,4/9,2:02.39,,"31.23,1:08.92,1:35.59",廣松伸一,0.38,37.69
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,1,セ・市ヶ尾,200歳,4/9,2:02.39,,"31.23,1:08.92,1:35.59",池田正輝,0.23,26.67
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,1,セ・市ヶ尾,200歳,4/9,2:02.39,,"31.23,1:08.92,1:35.59",木村考太,0.31,26.8
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,2,セ・清瀬,210歳,3/6,2:08.89,,"35.08,1:09.78,1:41.53",山田耕一,0.64,35.08
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,2,セ・清瀬,210歳,3/6,2:08.89,,"35.08,1:09.78,1:41.53",小倉和彦,0.36,34.7
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,2,セ・清瀬,210歳,3/6,2:08.89,,"35.08,1:09.78,1:41.53",小倉秀和,0.53,31.75
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,2,セ・清瀬,210歳,3/6,2:08.89,,"35.08,1:09.78,1:41.53",大窪康治,0.29,27.36
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,3,セ・成城,200歳,2/6,2:18.56,,"32.66,1:07.85,1:39.12",井口暢彦,0.69,32.66
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,3,セ・成城,200歳,2/6,2:18.56,,"32.66,1:07.85,1:39.12",石井龍,0.65,35.19
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,3,セ・成城,200歳,2/6,2:18.56,,"32.66,1:07.85,1:39.12",村守,0.56,31.27
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,3,セ・成城,200歳,2/6,2:18.56,,"32.66,1:07.85,1:39.12",浦田昌和,0.45,39.44
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,4,セ・二俣川,200歳,2/5,2:20.23,,"36.3,1:14.18,1:45.62",長崎啓,0.64,36.30
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,4,セ・二俣川,200歳,2/5,2:20.23,,"36.3,1:14.18,1:45.62",石上智啓,0.3,37.88
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,4,セ・二俣川,200歳,2/5,2:20.23,,"36.3,1:14.18,1:45.62",堀川広祐,0.38,31.44
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,4,セ・二俣川,200歳,2/5,2:20.23,,"36.3,1:14.18,1:45.62",宮本昌雄,0.38,34.61
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,5,セ・用賀,202歳,2/4,2:24.78,,"36.28,1:20.83,1:54.04",柄澤英也,0.71,36.28
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,5,セ・用賀,202歳,2/4,2:24.78,,"36.28,1:20.83,1:54.04",佐藤正章,0.38,44.55
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,5,セ・用賀,202歳,2/4,2:24.78,,"36.28,1:20.83,1:54.04",和田浩一,0.35,33.21
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,5,セ・用賀,202歳,2/4,2:24.78,,"36.28,1:20.83,1:54.04",亀井智貴,0.04,30.74
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,6,セ・松戸,202歳,2/8,2:28.81,,"34.61,1:14.61,1:55.74",鈴木敏志,0.78,34.61
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,6,セ・松戸,202歳,2/8,2:28.81,,"34.61,1:14.61,1:55.74",稲毛仁,0.55,40
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,6,セ・松戸,202歳,2/8,2:28.81,,"34.61,1:14.61,1:55.74",庄司和明,0.55,41.13
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,6,セ・松戸,202歳,2/8,2:28.81,,"34.61,1:14.61,1:55.74",和田祐児,,33.07
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"38.23,1:19.71,1:54.48",宅間健介,0.74,38.23
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"38.23,1:19.71,1:54.48",千葉忠英,0.43,41.48
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"38.23,1:19.71,1:54.48",久保卓士,0.71,34.77
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"38.23,1:19.71,1:54.48",日暮正明,0.58,36.37
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"45.27,1:26.05,2:04.34",岡田育行,0.86,45.27
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"45.27,1:26.05,2:04.34",中村幸弘,0.55,40.78
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"45.27,1:26.05,2:04.34",宮崎隆寛,0.15,38.29
No.12,男子,4x50mメドレ-リレ-,1:50.83,1:52.57,200~239歳,1:56.72,7,セ・天王洲,211歳,1/4,2:30.85,,"45.27,1:26.05,2:04.34",横山恵一,,
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,1,セ・大宮宮原,163歳,3/5,2:06.41,,"39.18,1:08.92,1:36.52",宮川則仁,0.78,39.18
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,1,セ・大宮宮原,163歳,3/5,2:06.41,,"39.18,1:08.92,1:36.52",石井建幹,0.41,29.74
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,1,セ・大宮宮原,163歳,3/5,2:06.41,,"39.18,1:08.92,1:36.52",岡内昭伍,0.29,27.6
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,1,セ・大宮宮原,163歳,3/5,2:06.41,,"39.18,1:08.92,1:36.52",清田真人,0.43,29.89
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,2,セ・二俣川,163歳,4/10,2:06.61,,"31.42,1:06.00,1:34.93",鶴谷学,0.68,31.42
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,2,セ・二俣川,163歳,4/10,2:06.61,,"31.42,1:06.00,1:34.93",村田健太,0.45,34.58
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,2,セ・二俣川,163歳,4/10,2:06.61,,"31.42,1:06.00,1:34.93",永瀬知之,0.23,28.93
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,2,セ・二俣川,163歳,4/10,2:06.61,,"31.42,1:06.00,1:34.93",山岡哲也,0.28,31.68
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,3,セ・南千住,192歳,4/8,2:07.20,,"34.07,1:05.06,1:38.27",長谷川仁,0.62,34.07
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,3,セ・南千住,192歳,4/8,2:07.20,,"34.07,1:05.06,1:38.27",宮川航,0.21,30.99
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,3,セ・南千住,192歳,4/8,2:07.20,,"34.07,1:05.06,1:38.27",中村勝,0.63,33.21
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,3,セ・南千住,192歳,4/8,2:07.20,,"34.07,1:05.06,1:38.27",今井裕介,0.36,28.93
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,4,セ・おおたか,166歳,3/2,2:09.93,,"35.39,1:05.76,1:39.73",岩崎伊吹,0.59,35.39
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,4,セ・おおたか,166歳,3/2,2:09.93,,"35.39,1:05.76,1:39.73",石井了,0.29,30.37
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,4,セ・おおたか,166歳,3/2,2:09.93,,"35.39,1:05.76,1:39.73",海辺信吉,0.5,33.97
