レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,チーム名,合計年齢,水路,時間,大会新,LAPタイム,選手名,飛込タイム,タイム
No.4,男子,4x50mフリ-リレ-,1:42.40,1:52.37,240~279歳,1:53.59,5,セ・おおたか,255歳,1/2,2:49.40,,"39.59,1:26.80,2:02.84",松永勝,0.61,47.21
No.4,男子,4x50mフリ-リレ-,1:42.40,1:52.37,240~279歳,1:53.59,5,セ・おおたか,255歳,1/2,2:49.40,,"39.59,1:26.80,2:02.84",山田上義明,0.5,36.04
No.4,男子,4x50mフリ-リレ-,1:42.40,1:52.37,240~279歳,1:53.59,5,セ・おおたか,255歳,1/2,2:49.40,,"39.59,1:26.80,2:02.84",手塚満,0.56,46.56
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,1,セ・市ヶ尾,208歳,3/3,1:52.73,,"25.91,54.86,1:25.47",池田正輝,0.77,25.91
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,1,セ・市ヶ尾,208歳,3/3,1:52.73,,"25.91,54.86,1:25.47",菊池千二,0.37,28.95
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,1,セ・市ヶ尾,208歳,3/3,1:52.73,,"25.91,54.86,1:25.47",新井良育,0.48,30.61
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,1,セ・市ヶ尾,208歳,3/3,1:52.73,,"25.91,54.86,1:25.47",図師拓千,0.39,27.26
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,2,セ・長津田,208歳,3/8,1:54.60,,"29.09,58.25,1:27.05",藤本豊和,0.68,29.09
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,2,セ・長津田,208歳,3/8,1:54.60,,"29.09,58.25,1:27.05",矢部裕之,0.41,29.16
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,2,セ・長津田,208歳,3/8,1:54.60,,"29.09,58.25,1:27.05",岡村勝重,0.39,28.8
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,2,セ・長津田,208歳,3/8,1:54.60,,"29.09,58.25,1:27.05",花井一也,0.04,27.55
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,3,セ・葛西,221歳,2/5,2:01.59,,"31.73,1:01.03,1:30.69",原田真,0.82,31.73
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,3,セ・葛西,221歳,2/5,2:01.59,,"31.73,1:01.03,1:30.69",小林健,0.12,29.3
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,3,セ・葛西,221歳,2/5,2:01.59,,"31.73,1:01.03,1:30.69",弭間政隆,0.44,29.66
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,3,セ・葛西,221歳,2/5,2:01.59,,"31.73,1:01.03,1:30.69",宮木幸彦,0.23,30.9
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,4,セ・二俣川,202歳,3/9,2:02.52,,"30.81,1:01.54,1:34.78",堀川広祐,0.63,30.81
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,4,セ・二俣川,202歳,3/9,2:02.52,,"30.81,1:01.54,1:34.78",下家成人,0.24,30.73
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,4,セ・二俣川,202歳,3/9,2:02.52,,"30.81,1:01.54,1:34.78",草野剛史,0.58,33.24
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,4,セ・二俣川,202歳,3/9,2:02.52,,"30.81,1:01.54,1:34.78",永瀬知之,0.37,27.74
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,5,セ・南青山,213歳,2/2,2:02.76,,"31.44,1:02.99,1:36.94",山賀勝之,0.73,31.44
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,5,セ・南青山,213歳,2/2,2:02.76,,"31.44,1:02.99,1:36.94",沼田真清,0.43,31.55
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,5,セ・南青山,213歳,2/2,2:02.76,,"31.44,1:02.99,1:36.94",横浜健,0.2,33.95
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,5,セ・南青山,213歳,2/2,2:02.76,,"31.44,1:02.99,1:36.94",松尾勇太,0.39,25.82
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,6,セ・慶應日吉,218歳,3/10,2:07.17,,"29.38,1:02.20,1:38.25",松崎敏明,0.70,29.38
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,6,セ・慶應日吉,218歳,3/10,2:07.17,,"29.38,1:02.20,1:38.25",森明法,0.58,32.82
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,6,セ・慶應日吉,218歳,3/10,2:07.17,,"29.38,1:02.20,1:38.25",久保田裕一,0.35,36.05
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,6,セ・慶應日吉,218歳,3/10,2:07.17,,"29.38,1:02.20,1:38.25",河野悟,0.59,28.92
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,7,セ・阿佐谷,215歳,2/8,2:11.77,,"28.03,1:07.58,1:42.42",北川貴義,0.70,28.03
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,7,セ・阿佐谷,215歳,2/8,2:11.77,,"28.03,1:07.58,1:42.42",折居彰,0.78,39.55
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,7,セ・阿佐谷,215歳,2/8,2:11.77,,"28.03,1:07.58,1:42.42",大川明徳,0.6,34.84
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,7,セ・阿佐谷,215歳,2/8,2:11.77,,"28.03,1:07.58,1:42.42",若杉佳宏,0.22,29.35
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,8,セ・天王洲,210歳,1/6,2:14.61,,"32.73,1:03.25,1:44.51",千葉忠英,0.71,32.73
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,8,セ・天王洲,210歳,1/6,2:14.61,,"32.73,1:03.25,1:44.51",宅間健介,0.64,30.52
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,8,セ・天王洲,210歳,1/6,2:14.61,,"32.73,1:03.25,1:44.51",佐藤流生,0.95,41.26
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,8,セ・天王洲,210歳,1/6,2:14.61,,"32.73,1:03.25,1:44.51",久保卓士,0.46,30.1
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,9,セ・慶應日吉,207歳,2/9,2:15.54,,"32.99,1:06.87,1:37.50",穴田啓樹,0.72,32.99
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,9,セ・慶應日吉,207歳,2/9,2:15.54,,"32.99,1:06.87,1:37.50",田中遼太,0.48,33.88
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,9,セ・慶應日吉,207歳,2/9,2:15.54,,"32.99,1:06.87,1:37.50",門倉孝行,0.68,30.63
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,9,セ・慶應日吉,207歳,2/9,2:15.54,,"32.99,1:06.87,1:37.50",大塚秀幸,0.54,38.04
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,10,セ・武蔵小杉,230歳,3/2,2:21.33,,"33.58,1:08.28,1:43.72",田辺直行,0.75,33.58
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,10,セ・武蔵小杉,230歳,3/2,2:21.33,,"33.58,1:08.28,1:43.72",近江信之,0.65,34.7
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,10,セ・武蔵小杉,230歳,3/2,2:21.33,,"33.58,1:08.28,1:43.72",小池輝明,0.54,35.44
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,10,セ・武蔵小杉,230歳,3/2,2:21.33,,"33.58,1:08.28,1:43.72",佐野裕之,0.41,37.61
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,11,セ・上池袋,218歳,1/4,2:22.08,,"33.81,1:13.80,1:51.95",近藤正之,0.97,33.81
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,11,セ・上池袋,218歳,1/4,2:22.08,,"33.81,1:13.80,1:51.95",岡部浩次,0.19,39.99
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,11,セ・上池袋,218歳,1/4,2:22.08,,"33.81,1:13.80,1:51.95",阿部宏之助,0.48,38.15
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,11,セ・上池袋,218歳,1/4,2:22.08,,"33.81,1:13.80,1:51.95",大野淳哉,0.24,30.13
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,12,セ・大森,239歳,1/3,2:51.69,,"32.56,1:18.83,1:59.53",松井哲郎,0.70,32.56
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,12,セ・大森,239歳,1/3,2:51.69,,"32.56,1:18.83,1:59.53",御手洗康美,0.66,46.27
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,12,セ・大森,239歳,1/3,2:51.69,,"32.56,1:18.83,1:59.53",渡邉聖,0.73,40.7
No.4,男子,4x50mフリ-リレ-,1:38.24,1:43.25,200~239歳,1:46.48,12,セ・大森,239歳,1/3,2:51.69,,"32.56,1:18.83,1:59.53",具島春彦,0.59,52.16
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,1,セ・二俣川,163歳,4/7,1:49.44,,"28.52,54.58,1:22.72",前田崇行,0.74,28.52
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,1,セ・二俣川,163歳,4/7,1:49.44,,"28.52,54.58,1:22.72",鶴谷学,0.32,26.06
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,1,セ・二俣川,163歳,4/7,1:49.44,,"28.52,54.58,1:22.72",木村知行,0.41,28.14
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,1,セ・二俣川,163歳,4/7,1:49.44,,"28.52,54.58,1:22.72",立石裕太郎,0.46,26.72
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,2,セ・用賀,182歳,3/4,1:57.10,,"28.69,58.54,1:30.91",神部孝高,0.78,28.69
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,2,セ・用賀,182歳,3/4,1:57.10,,"28.69,58.54,1:30.91",柄澤英也,0.3,29.85
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,2,セ・用賀,182歳,3/4,1:57.10,,"28.69,58.54,1:30.91",飯田正敏,0.52,32.37
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,2,セ・用賀,182歳,3/4,1:57.10,,"28.69,58.54,1:30.91",室坂拓真,0.13,26.19
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,3,セ・長津田,162歳,3/1,2:01.42,,"27.04,56.27,1:28.51",村田雅治,0.64,27.04
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,3,セ・長津田,162歳,3/1,2:01.42,,"27.04,56.27,1:28.51",竹下翔,0.02,29.23
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,3,セ・長津田,162歳,3/1,2:01.42,,"27.04,56.27,1:28.51",池谷千尋,0.18,32.24
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,3,セ・長津田,162歳,3/1,2:01.42,,"27.04,56.27,1:28.51",祖川久茂,0.35,32.91
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,4,セ・武蔵小杉,190歳,4/5,2:04.71,,"32.41,1:02.70,1:33.55",三浦厚生,0.92,32.41
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,4,セ・武蔵小杉,190歳,4/5,2:04.71,,"32.41,1:02.70,1:33.55",山田大介,0.14,30.29
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,4,セ・武蔵小杉,190歳,4/5,2:04.71,,"32.41,1:02.70,1:33.55",藤井清和,0.58,30.85
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,4,セ・武蔵小杉,190歳,4/5,2:04.71,,"32.41,1:02.70,1:33.55",村上政行,0.47,31.16
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,5,セ・清瀬,182歳,2/4,2:06.65,,"25.22,58.6,1:35.22",萩原裕大,0.62,25.22
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,5,セ・清瀬,182歳,2/4,2:06.65,,"25.22,58.6,1:35.22",松本考弘,0.4,33.38
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,5,セ・清瀬,182歳,2/4,2:06.65,,"25.22,58.6,1:35.22",大木義之,0.58,36.62
No.4,男子,4x50mフリ-リレ-,1:34.92,1:36.77,160~199歳,1:41.69,5,セ・清瀬,182歳,2/4,2:06.65,,"25.22,58.6,1:35.22",渡誠,0.42,31.43
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,1,セ・柏,133歳,4/3,1:48.76,,"25.45,50.96,1:19.31",川口皓生,0.69,25.45
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,1,セ・柏,133歳,4/3,1:48.76,,"25.45,50.96,1:19.31",廣川大起,0.43,25.51
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,1,セ・柏,133歳,4/3,1:48.76,,"25.45,50.96,1:19.31",長田裕史,0.31,28.35
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,1,セ・柏,133歳,4/3,1:48.76,,"25.45,50.96,1:19.31",磯貝知弘,0.5,29.45
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,2,セ・阿佐谷,153歳,4/2,1:50.25,,,椎本恭平,0.64,27.00
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,2,セ・阿佐谷,153歳,4/2,1:50.25,,,和田亮,0.37,29.06
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,2,セ・阿佐谷,153歳,4/2,1:50.25,,,棚網宏之,0.4,28.32
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,2,セ・阿佐谷,153歳,4/2,1:50.25,,,和田弘太郎,0.14,25.87
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,3,セ・天王洲,134歳,3/7,1:51.66,,"26.83,55.07,1:23.43",小野健,0.61,26.83
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,3,セ・天王洲,134歳,3/7,1:51.66,,"26.83,55.07,1:23.43",加間英貴,0.34,28.24
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,3,セ・天王洲,134歳,3/7,1:51.66,,"26.83,55.07,1:23.43",倉持公一,0.44,28.36
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,3,セ・天王洲,134歳,3/7,1:51.66,,"26.83,55.07,1:23.43",寺田遼太,0.57,28.23
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,4,セ・成城,139歳,4/10,1:55.21,,"28.11,55.96,1:26.77",山浦信,0.71,28.11
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,4,セ・成城,139歳,4/10,1:55.21,,"28.11,55.96,1:26.77",梅林大貴,0.21,27.85
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,4,セ・成城,139歳,4/10,1:55.21,,"28.11,55.96,1:26.77",羽田浩一,0.4,30.81
No.4,男子,4x50mフリ-リレ-,1:32.84,1:34.17,120~159歳,1:41.73,4,セ・成城,139歳,4/10,1:55.21,,"28.11,55.96,1:26.77",村守,0.66,28.44
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,1,セ・八王子,)93歳,4/6,1:41.08,,"25.92,50.01,1:16.32",和澤情,0.68,25.92
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,1,セ・八王子,)93歳,4/6,1:41.08,,"25.92,50.01,1:16.32",韓準燃,0.37,24.09
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,1,セ・八王子,)93歳,4/6,1:41.08,,"25.92,50.01,1:16.32",伊藤孝優,0.45,26.31
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,1,セ・八王子,)93歳,4/6,1:41.08,,"25.92,50.01,1:16.32",木村隼人,0.31,24.76
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,2,セ・成城,)96歳,4/9,1:46.71,,"27.43,54.73,1:20.85",黒田大介,0.64,27.43
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,2,セ・成城,)96歳,4/9,1:46.71,,"27.43,54.73,1:20.85",柿沼龍史,0.1,27.3
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,2,セ・成城,)96歳,4/9,1:46.71,,"27.43,54.73,1:20.85",小林和矢,0.33,26.12
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,2,セ・成城,)96歳,4/9,1:46.71,,"27.43,54.73,1:20.85",宮田遼太,0.21,25.86
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,3,セ・葛西,115歳,4/4,1:46.85,,"26.63,53.18,1:19.70",前島悠也,0.63,26.63
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,3,セ・葛西,115歳,4/4,1:46.85,,"26.63,53.18,1:19.70",石井孟,0.32,26.55
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,3,セ・葛西,115歳,4/4,1:46.85,,"26.63,53.18,1:19.70",泉翔太,0.33,26.52
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,3,セ・葛西,115歳,4/4,1:46.85,,"26.63,53.18,1:19.70",加納聖士,0.32,27.15
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,4,セ・二俣川,)88歳,4/8,1:49.75,,"30.29,57.11,1:23.42",山﨑陸真,0.79,30.29
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,4,セ・二俣川,)88歳,4/8,1:49.75,,"30.29,57.11,1:23.42",田中啓二朗,0.16,26.82
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,4,セ・二俣川,)88歳,4/8,1:49.75,,"30.29,57.11,1:23.42",田中壮一郎,0.41,26.31
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,4,セ・二俣川,)88歳,4/8,1:49.75,,"30.29,57.11,1:23.42",秋澤裕介,0.21,26.33
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,5,セ・清瀬,)93歳,3/6,1:52.78,,"27.35,53.74,1:25.28",金子智哉,0.88,27.35
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,5,セ・清瀬,)93歳,3/6,1:52.78,,"27.35,53.74,1:25.28",塚本拓也,0.46,26.39
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,5,セ・清瀬,)93歳,3/6,1:52.78,,"27.35,53.74,1:25.28",松本海星,0.79,31.54
No.4,男子,4x50mフリ-リレ-,1:31.95,1:33.32,72~119歳,1:40.19,5,セ・清瀬,)93歳,3/6,1:52.78,,"27.35,53.74,1:25.28",西沢歩,0.44,27.5
No.5,女子,4x100mフリ-リレ-,5:26.29,5:38.49,280~319歳,6:20.23,1,セ・天王洲,288歳,1/8,7:05.34,,,梅田栄己子,,50
No.5,女子,4x100mフリ-リレ-,5:26.29,5:38.49,280~319歳,6:20.23,1,セ・天王洲,288歳,1/8,7:05.34,,,川島かよ子,,51.45
No.5,女子,4x100mフリ-リレ-,5:26.29,5:38.49,280~319歳,6:20.23,1,セ・天王洲,288歳,1/8,7:05.34,,,後藤明美,0.74,50.53
No.5,女子,4x100mフリ-リレ-,5:26.29,5:38.49,280~319歳,6:20.23,1,セ・天王洲,288歳,1/8,7:05.34,,,浅野みどり,0.59,44.88
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,1,セ・二俣川,247歳,2/2,5:35.72,,"40.82,1:25.62,2:06.32,2:51.34,3:32.81,4:19.56,4:56.09",上野真弓,0.90,40.82
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,1,セ・二俣川,247歳,2/2,5:35.72,,"40.82,1:25.62,2:06.32,2:51.34,3:32.81,4:19.56,4:56.09",野島久枝,0.48,40.7
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,1,セ・二俣川,247歳,2/2,5:35.72,,"40.82,1:25.62,2:06.32,2:51.34,3:32.81,4:19.56,4:56.09",武井麻知子,0.44,41.47
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,1,セ・二俣川,247歳,2/2,5:35.72,,"40.82,1:25.62,2:06.32,2:51.34,3:32.81,4:19.56,4:56.09",永瀬秀子,0.35,36.53
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,2,セ・成城,243歳,1/5,5:36.26,,"40.93,1:27.44,2:08.80,2:58.96,3:37.72,4:18.79,4:54.65",高梨美樹,0.77,40.93
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,2,セ・成城,243歳,1/5,5:36.26,,"40.93,1:27.44,2:08.80,2:58.96,3:37.72,4:18.79,4:54.65",吉野治子,0.14,41.36
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,2,セ・成城,243歳,1/5,5:36.26,,"40.93,1:27.44,2:08.80,2:58.96,3:37.72,4:18.79,4:54.65",森直子,0.64,38.76
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,2,セ・成城,243歳,1/5,5:36.26,,"40.93,1:27.44,2:08.80,2:58.96,3:37.72,4:18.79,4:54.65",仲田久美子,0.54,35.86
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,3,セ・南千住,250歳,1/4,6:19.70,,"33.86,1:11.90,1:59.32,2:53.82,3:39.60,4:30.53,5:22.72",杉本浩美,0.70,33.86
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,3,セ・南千住,250歳,1/4,6:19.70,,"33.86,1:11.90,1:59.32,2:53.82,3:39.60,4:30.53,5:22.72",石崎節代,0.7,47.42
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,3,セ・南千住,250歳,1/4,6:19.70,,"33.86,1:11.90,1:59.32,2:53.82,3:39.60,4:30.53,5:22.72",古宇田淳子,0.57,45.78
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,3,セ・南千住,250歳,1/4,6:19.70,,"33.86,1:11.90,1:59.32,2:53.82,3:39.60,4:30.53,5:22.72",下川喜美枝,0.82,52.19
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,4,セ・天王洲,252歳,1/2,7:02.76,,"42.43,1:26.40,2:24.89,3:29.36,4:21.46,5:20.18,6:10.70",四井美穂,0.79,42.43
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,4,セ・天王洲,252歳,1/2,7:02.76,,"42.43,1:26.40,2:24.89,3:29.36,4:21.46,5:20.18,6:10.70",長谷川節子,0.29,58.49
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,4,セ・天王洲,252歳,1/2,7:02.76,,"42.43,1:26.40,2:24.89,3:29.36,4:21.46,5:20.18,6:10.70",鬼束洋子,0.76,52.1
No.5,女子,4x100mフリ-リレ-,4:36.74,4:56.33,240~279歳,5:25.14,4,セ・天王洲,252歳,1/2,7:02.76,,"42.43,1:26.40,2:24.89,3:29.36,4:21.46,5:20.18,6:10.70",櫻田琴,0.75,50.52
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,1,セ・長津田,203歳,1/6,6:20.72,,"35.64,1:19.87,2:02.32,2:55.38,3:42.61,4:42.53,5:28.43",宮林佑妃,0.92,35.64
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,1,セ・長津田,203歳,1/6,6:20.72,,"35.64,1:19.87,2:02.32,2:55.38,3:42.61,4:42.53,5:28.43",小池淳子,0.29,42.45
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,1,セ・長津田,203歳,1/6,6:20.72,,"35.64,1:19.87,2:02.32,2:55.38,3:42.61,4:42.53,5:28.43",久保とし子,0.41,47.23
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,1,セ・長津田,203歳,1/6,6:20.72,,"35.64,1:19.87,2:02.32,2:55.38,3:42.61,4:42.53,5:28.43",久保美由紀,0.46,45.9
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,2,セ・大森,213歳,1/7,6:36.31,,"44.94,1:40.94,2:28.67,3:24.59,4:15.87,5:10.93,5:52.34",小林名緒子,0.80,44.94
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,2,セ・大森,213歳,1/7,6:36.31,,"44.94,1:40.94,2:28.67,3:24.59,4:15.87,5:10.93,5:52.34",森信子,0.72,47.73
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,2,セ・大森,213歳,1/7,6:36.31,,"44.94,1:40.94,2:28.67,3:24.59,4:15.87,5:10.93,5:52.34",桐沢ひとみ,,51.28
No.5,女子,4x100mフリ-リレ-,4:20.68,4:29.24,200~239歳,5:18.59,2,セ・大森,213歳,1/7,6:36.31,,"44.94,1:40.94,2:28.67,3:24.59,4:15.87,5:10.93,5:52.34",冨永結衣子,0.49,41.41
