round,pool_type,rank,team_name,furigana,total_points,male_points,female_points,mixed_points
76,短水路,1,セ・二俣川,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾌﾀﾏﾀｶﾞﾜ,2019.0,1012.0,895.0,112.0
76,短水路,2,セ・阿佐谷             ﾄｰｱｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｱｻｶﾞﾔ 1509.0点   881.0点   529.0点,1位 セ・二俣川             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾌﾀﾏﾀｶﾞﾜ  2019.0点  1012.0点   895.0点   112.0点,99.0,0,0,0
76,短水路,3,セ・成城,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｾｲｼﾞｮｳ,1100.0,526.0,515.0,59.0
76,短水路,4,セ・慶應日吉,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｹｲｵｳﾋﾖｼ,1047.0,534.0,483.0,30.0
76,短水路,5,セ・葛西,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｶｻｲ,1023.0,584.0,426.0,13.0
76,短水路,6,セ・長津田,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾅｶﾞﾂﾀﾞﾐﾅﾐﾀﾞｲ,975.0,564.0,356.0,55.0
76,短水路,7,セ・清瀬,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｷﾖｾ,948.0,509.0,415.0,24.0
76,短水路,8,セ・大森,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｵｵﾓﾘ,847.0,404.0,400.0,43.0
76,短水路,9,セ・大宮宮原,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｵｵﾐﾔﾐﾔﾊﾗ,718.0,552.0,164.0,2.0
76,短水路,10,セ・天王洲,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾃﾝﾉｳｽﾞ,691.0,252.0,415.0,24.0
76,短水路,11,セ・おおたか,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｵｵﾀｶﾉﾓﾘ,682.0,301.0,381.0,0.0
76,短水路,12,セ・松戸,ﾆｯｾｲｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾏﾂﾄﾞ,660.0,178.0,471.0,11.0
76,短水路,13,セ・南千住,ｾ・ｳｪﾙﾈﾙｸﾗﾌﾞﾐﾅﾐｾﾝｼﾞｭ,647.0,239.0,396.0,12.0
76,短水路,14,セ・越谷,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｺｼｶﾞﾔ,624.0,288.0,332.0,4.0
76,短水路,15,セ・市ヶ尾,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲﾁｶﾞｵ,523.0,346.0,156.0,21.0
76,短水路,16,セ・用賀,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾖｳｶﾞ,422.0,284.0,138.0,0.0
76,短水路,17,セ・茂原,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾓﾊﾞﾗ,373.0,159.0,208.0,6.0
76,短水路,18,セ・我孫子,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｱﾋﾞｺ,362.0,129.0,215.0,18.0
76,短水路,19,セ・市川,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲﾁｶﾜ,352.0,205.0,137.0,10.0
76,短水路,20,セ・自由が丘,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾞﾕｳｶﾞｵｶ,342.0,102.0,240.0,0.0
76,短水路,21,セ・流山,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾅｶﾞﾚﾔﾏ,332.0,248.0,74.0,10.0
76,短水路,22,セ・トレッサ,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾄﾚｯｻｵｵｸﾗﾔﾏ,322.0,106.0,206.0,10.0
76,短水路,23,セ・千葉みなと,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾁﾊﾞﾐﾅﾄ,302.0,101.0,168.0,33.0
76,短水路,24,セ・志木,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｼｷ,291.0,193.0,98.0,0.0
76,短水路,25,セ・戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾄﾂｶ,278.0,81.0,197.0,0.0
76,短水路,26,セ・目黒,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ메ｸﾞﾛ,264.0,42.0,219.0,3.0
76,短水路,27,セ・谷津,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾔﾂ,242.0,133.0,97.0,12.0
76,短水路,28,セ・蘇我,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｿｶﾞ,238.0,50.0,168.0,20.0
76,短水路,29,クリーンスパ,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾘEEﾝｽﾊﾟｲﾁｶﾜ,234.0,60.0,174.0,0.0
