round,pool_type,rank,team_name,furigana,total_points,male_points,female_points,mixed_points
76,短水路,30,セ・八王子,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾊﾁｵｳｼﾞ,233.0,129.0,104.0,0.0
76,短水路,31,セ・福生,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾌｯｻ,228.0,120.0,108.0,0.0
76,短水路,32,セ・桶川北本,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｵｹｶﾞﾜｷﾀﾓﾄ,220.0,109.0,111.0,0.0
76,短水路,33,セ・ときわ台,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾄｷﾜﾀﾞｲ,207.0,119.0,88.0,0.0
76,短水路,34,セ・上池袋,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｶﾐｲｹﾌﾞｸﾛ,193.0,136.0,51.0,6.0
76,短水路,35,セ・成瀬,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾅﾙｾ,192.0,88.0,104.0,0.0
76,短水路,36,セ・南青山,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾐﾅﾐｱｵﾔﾏ,190.0,111.0,79.0,0.0
76,短水路,37,セ・館山,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾀﾃﾔﾏ,188.0,93.0,95.0,0.0
76,短水路,38,セ・横浜,ｾﾝﾄﾗﾙｽスイムｸﾗﾌﾞﾖコハマ,177.0,69.0,99.0,9.0
76,短水路,39,CS南行徳,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾐﾅﾐｷﾞｮｳﾄｸ,162.0,0.0,162.0,0.0
76,短水路,40,ザバス金沢八,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞｶﾅｻﾞﾜﾊｯｹｲ,147.0,0.0,147.0,0.0
76,短水路,41,セ・蒲田,ﾗｳﾞｨｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｶﾏﾀ,146.0,63.0,83.0,0.0
76,短水路,42,セ・湘南ＬＴ,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼｮｳﾅﾝｴﾙﾃ,139.0,13.0,126.0,0.0
76,短水路,43,Ｇ－ＳＰＡ,ｺﾞｰﾙﾃﾞﾝｽﾊﾟﾆｭｰｵｰﾀﾆ,133.0,92.0,41.0,0.0
76,短水路,44,セ・下北沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾓｷﾀｻﾞﾜ,131.0,65.0,66.0,0.0
76,短水路,44,セ・能見台,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾉｳｹﾝﾀﾞｲ,131.0,57.0,74.0,0.0
76,短水路,46,セ・新浦安,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｼシンｳﾗﾔｽ,129.0,68.0,61.0,0.0
76,短水路,47,セ・府中,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾌﾁｭｳ,127.0,40.0,87.0,0.0
76,短水路,48,ザバス川崎,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞｶﾜｻｷ,126.0,37.0,86.0,3.0
76,短水路,49,セ・西東京,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾆｼﾄｳｷｮウ,121.0,95.0,26.0,0.0
76,短水路,50,曽谷・セ,ｿﾔｾﾝﾄﾗﾙｽスイムｸﾗﾌﾞ,120.0,56.0,64.0,0.0
76,短水路,51,セ・武蔵小杉,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾑｻｼｺｽｷﾞ,102.0,102.0,0.0,0.0
76,短水路,52,セ・新都心,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｻｲﾀﾏｼﾝﾄｼﾝ,99.0,0.0,99.0,0.0
76,短水路,53,セ・溝ノ口,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾐｿﾞﾉｸﾁ,96.0,0.0,96.0,0.0
76,短水路,54,セ・Ｆ宇都宮,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｳﾂﾉﾐﾔ,93.0,16.0,77.0,0.0
76,短水路,55,セ・南宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾐﾅﾐｳﾂﾉﾐﾔ,91.0,8.0,83.0,0.0
76,短水路,56,セ・宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞｳﾂﾉﾐﾔ,87.0,0.0,87.0,0.0
76,短水路,57,セ・柏,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｶｼﾜ,86.0,81.0,5.0,0.0
76,短水路,58,セ・青砥,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｱｵﾄ,83.0,43.0,40.0,0.0
76,短水路,59,ザバス鶴見,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞﾂﾙﾐ,77.0,50.0,27.0,0.0
76,短水路,60,セ・東戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾋｶﾞｼﾄﾂｶ,75.0,75.0,0.0,0.0
76,短水路,61,セ・高崎,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾀｶｻｷ,71.0,50.0,21.0,0.0
76,短水路,61,セ・新川崎,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾝｶﾜｻｷ,71.0,38.0,33.0,0.0
76,短水路,63,墨田区体育館,ｽﾐﾀﾞｸｿｳｺﾞｳﾀｲｲｸｶﾝ,67.0,38.0,29.0,0.0
76,短水路,64,セ・稲毛海岸,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲﾅｹﾞｶｲｶﾞﾝ,65.0,13.0,52.0,0.0
76,短水路,65,セ・久喜,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾆｼﾞｭｳﾖﾝｷ,64.0,37.0,27.0,0.0
76,短水路,65,セ・亀有,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｶﾒｱﾘ,64.0,22.0,42.0,0.0
76,短水路,65,セ・Ｓ湘南台,ｾﾝﾄﾗﾙスイムｸﾗﾌﾞｼｮｳﾅﾝﾀﾞｲ,64.0,0.0,64.0,0.0
76,短水路,68,セ・長沼,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾅｶﾞﾇﾏ,62.0,40.0,22.0,0.0
76,短水路,68,セ・西新井,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾆｼｱﾗｲ,62.0,0.0,62.0,0.0
76,短水路,70,セ・藤沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾌｼﾞｻﾜ,60.0,17.0,43.0,0.0
76,短水路,71,セ・八千代代,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾔﾁﾖﾀﾞｲ,50.0,50.0,0.0,0.0
76,短水路,72,セ・川越,ｾﾝﾄﾗﾙスイムｸﾗﾌﾞｶﾜｺﾞｴ,46.0,0.0,46.0,0.0
76,短水路,73,セ・平塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾋﾗﾂｶ,40.0,0.0,40.0,0.0
76,短水路,74,セ・福島,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾌｸｼﾏ,35.0,35.0,0.0,0.0
76,短水路,74,セ・岩槻,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞｲﾜﾂｷ,35.0,35.0,0.0,0.0
76,短水路,74,セ・東十条,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾋｶﾞｼｼﾞｭｳｼﾞｮ,35.0,0.0,35.0,0.0
76,短水路,77,セ・Ｆ東戸塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾋｶﾞｼﾄﾂｶ,34.0,34.0,0.0,0.0
76,短水路,78,セ・新三郷,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾝﾐｻﾄ,21.0,0.0,21.0,0.0
76,短水路,79,セ・越谷ＬＴ,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｺｼｶﾞﾔﾚｲｸﾀｳﾝ,13.0,0.0,13.0,0.0
76,短水路,80,セ・前橋,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾏｴﾊﾞｼ,11.0,11.0,0.0,0.0
76,短水路,81,セ・西台,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾆｼﾀﾞｲ,10.0,10.0,0.0,0.0
