team_name
セ・二俣川
セ・成城
セ・阿佐谷
セ・市ヶ尾
セ・葛西
セ・長津田
セ・清瀬
セ・慶應日吉
セ・天王洲
セ・大森
セ・おおたか
セ・大宮宮原
セ・武蔵小杉
セ・松戸
セ・越谷
セ・用賀
セ・南千住
セ・成瀬
セ・市川
セ・志木
セ・前橋
セ・八王子
セ・我孫子
セ・南青山
セ・目黒
セ・桶川北本
セ・上池袋
セ・茂原
セ・平塚
セ・千葉みなと
ザバス鶴見
セ・藤沢
セ・柏
セ・自由が丘
セ・能見台
セ・流山
ザバス川崎
セ・戸塚
セ・ときわ台
セ・福生
セ・トレッサ
セ・蒲田
セ・南宇都宮
セ・横浜
セ・西東京
墨田区体育館
セ・新都心
セ・谷津
曽谷・セ
セ・東十条
セ・下北沢
セ・S湘南台
CS南行徳
G-SPA
ミズノMT
セ・府中
セ・館山
ザバス八景
セ・東戸塚
セ・稲毛海岸
セ・青砥
セ・久喜
クリーンスパ
セ・宇都宮
セ・F宇都宮
セ・長沼
セ・蘇我
セ・溝ノ口
セ・岩槻
セ・越谷LT           セントラルフィットネスクラブコシガヤレイクタウン 12.0点    0.0点   12.0点
セ・西新井
セ・川越
セ・F東戸塚
セ・新川崎
セ・亀有
セ・西台
セ・本郷台
セ・福島
セ・八千代台
