レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,氏名,所属,水路,時間,飛込タイム,LAPタイム
No.15,,,,,,,25,須田菜奈子,,,,・桶川北本,
No.15,,,,,,,26,仲澤子,,,,・柏,
No.15,,,,,,,27,鶴﨑緑,,,,・トレッサ,
No.15,,,,,,,28,益田加津子,,,,・自由が丘,
No.15,,,,,,,29,油井みどり,,,,・新浦安,
No.15,,,,,,,30,宮原美穂,,,,・福生,
No.15,,,,,,,31,松田則子,,,,・成瀬,
No.15,,,,,,,32,小高和子,,,,・桶川北本,
No.15,,,,,,,1,永瀬秀子,,,,・二俣川,
No.15,,,,,,,2,羽山恵津子,,,,・葛西,
No.15,,,,,,,3,石井裕美,,,,・ときわ台,
No.15,,,,,,,4,高柳祐子,,,,・成城,
No.15,,,,,,,5,佐藤明美,,,,・宀山,
No.15,,,,,,,6,伊藤みどり,,,,・育見台,
No.15,,,,,,,7,原磨理,,,,・長津田,
No.15,,,,,,,8,吉川千晶,,,,G-sPA,
No.15,,,,,,,9,山本庸子,八王子,20/103,9.47,1.12,
No.15,,,,,,,10,高橋久美,,,,・市川,
No.15,,,,,,,11,田村明美,,,,・慶應日吉,
No.15,,,,,,,12,佐藤美絵子,,,,・清瀬,
No.15,,,,,,,13,大原清美,,,,・阿佐谷,
No.15,,,,,,,14,神保清美,,,,・自由が丘,
No.15,,,,,,,15,渡邊ひろみ,,,,・松戸,
No.15,,,,,,,16,高見沢ゆみ子,,,,・慶應日吉,
No.15,,,,,,,17,酒井寿美恵,,,,クリーンスノ,
No.15,,,,,,,18,山本登美子,,,,・桶川北本,
No.15,,,,,,,19,渡邊典子,,,,・福島,
No.15,,,,,,,20,田中香苗,,,,・青砥,
No.15,,,,,,,21,三石久美,,,,・成瀬,
No.15,,,,,,,22,船津香,,,,・自由が丘,
No.15,,,,,,,23,中野朗子,,,,・慶應日吉,
No.15,,,,,,,24,平松栄里子,府中,14/104,8.09,1.07,
No.15,,,,,,,25,桐沢ひとみ,,,,・大森,
No.15,,,,,,,26,佐々木政子,,,,・大森,
No.15,,,,,,,27,五十嵐佳澄,阿佐谷,6/105,0.08,0.90,
No.15,,,,,,,28,三木純子,流山,9/105,0.19,0.85,
No.15,,,,,,,29,大芦薫,,,,・清瀬,
No.15,,,,,,,30,平澤馨,,,,・府中,
No.15,,,,,,,31,菊池佐千代,流山,5/105,8.31,0.99,
No.15,,,,,,,32,前川尚美 ・,,,,東戸塚,
No.15,,,,,,,1,石井紀美子,,,,・s湘南台,
No.15,,,,,,,2,鶴岡美佐,,,,ザバス八景,
No.15,,,,,,,3,大野結実,,,,・横浜,
No.15,,,,,,,4,武部友美子,,,,・東戸塚,
No.15,,,,,,,5,及川薫,,,,・松戸,
No.15,,,,,,,6,阿部のぞみ,,,,・二俣川,
No.15,,,,,,,6,レントフェノト慶子,,,,・清瀬,
No.15,,,,,,,8,坂井慶子,,,,・大宮宮原,
No.15,,,,,,,9,棚橋悦子,,,,・自由が丘,
No.15,,,,,,,10,捶井子,,,,・用賀,
No.15,,,,,,,11,佐藤直子,,,,・我孫子,
No.15,,,,,,,12,二ノ宮美佳,,,,・越谷,
No.15,,,,,,,13,山田智子,,,,・慶應日吉,
No.15,,,,,,,14,池田直子,,,,・大森,
No.15,,,,,,,15,鈴木夏実,,,,・慶應日吉,
No.15,,,,,,,16,田上麻紀,,,,・久喜,
No.15,,,,,,,17,岩朋実,,,,・川越,
No.15,,,,,,,18,雨宮裕子,,,,・大宮宮原,
No.15,,,,,,,19,堀内浩子,,,,・谷津,
No.15,,,,,,,20,佐藤淳子,,,,・久喜,
No.15,,,,,,,21,鈴木喜代子,,,,・茂原,
No.15,,,,,,,22,古平正美,,,,・清瀬,
No.15,,,,,,,23,植草美香子,,,,・横浜,
No.15,,,,,,,1,杉本浩美,,,,・南千住,
No.15,,,,,,,2,木村美佐子,,,,・南宇都宮,
No.15,,,,,,,3,花木尚美,,,,・大宮宮原,
No.15,,,,,,,4,池田智子,,,,・目黒,
No.15,,,,,,,5,高橋,,,,・松戸,
No.15,,,,,,,6,棚網恵理,,,,・阿佐谷,
No.15,,,,,,,7,佐伯康子,,,,ザバス川崎,
No.15,,,,,,,8,五十嵐知佐,,,,・おおたか,
No.15,,,,,,,9,大石里佳,,,,・おおたか,
No.15,,,,,,,10,引本亜紀子,,,,・用賀,
No.15,,,,,,,11,酒井貴代,大森,19/103,8.60,0.81,
No.15,,,,,,,12,河原和世,,,,・戸塚,
No.15,,,,,,,13,田原文月,南千住,18/104,0.42,0.80,
No.15,,,,,,,14,中村奈穂美,,,,・越谷,
No.15,,,,,,,15,小山香津子,,,,・藤沢,
No.15,,,,,,,16,佐藤晶子,,,,・おおたか,
No.15,,,,,,,17,糸川永利子,,,,・用賀,
No.15,,,,,,,18,北原暁美,南青山,3/104,3.09,0.83,
No.15,,,,,,,19,兼子敬子,,,,・南千住,
No.15,,,,,,,20,森信子,,,,・大森,
No.15,,,,,,,21,久保洋子,流山,4/10,1:13.72,0.91,
No.15,,,,,,,1,日下幸子,,,,ザバス川崎,
No.15,,,,,,,2,佐々木彩,,,,・成城,
No.15,,,,,,,3,坂本桃枝,,,,G-sPA,
No.15,,,,,,,4,櫻井理恵子,,,,・袖ケ浦,
No.15,,,,,,,5,小室桃子,,,,・八王子,
No.15,,,,,,,6,大黒明日香,,,,・清瀬,
No.15,,,,,,,7,サカモト亮子,,,,・自由が丘,
No.15,,,,,,,8,兵頭和子,,,,・成瀬,
No.15,,,,,,,9,高橋真美,,,,・志木,
No.15,,,,,,,10,溝井花代子,葛西,21/103,5.76,0.74,
No.15,,,,,,,11,福本麻美,,,,・慶應日吉,
No.15,,,,,,,12,芳賀加代子,,,,・南青山,
No.15,,,,,,,13,吉池奈々,,,,・二俣川,
No.15,,,,,,,14,佐藤桂子,,,,・横浜,
No.15,,,,,,,15,宮林妃,,,,・長津田,
No.15,,,,,,,16,町田麻里,,,,・南千住,
No.15,,,,,,,17,小高麻衣子,,,,・市川,
No.15,,,,,,,18,成重夏紀,,,,・藤沢,
No.15,,,,,,,19,吉田絵美,用賀,8/104,5.90,0.89,
No.15,,,,,,,20,下山子,,,,・茂原,
No.15,,,,,,,21,斉藤子,,,,・目黒,
No.15,,,,,,,1,宮本八重,,,,・慶應日吉,
No.15,,,,,,,2,永田加那子,,,,・葛西,
No.15,,,,,,,3,上沢絵里奈,,,,・慶應日吉,
No.15,,,,,,,4,関川晶子,,,,・下北沢,
No.15,,,,,,,5,池田良子,,,,・蒲田,
No.15,,,,,,,6,真栄田こずえ,,,,ザバス八景,
No.15,,,,,,,7,山田未紗子,,,,・越谷,
No.15,,,,,,,8,大竹昌子,,,,・大森,
No.15,,,,,,,9,中辻澄美,,,,・天王洲,
No.15,,,,,,,10,谷美希子,,,,・府中,
No.15,,,,,,,1,青木梨緒,,,,・葛西,
No.15,,,,,,,2,川北恵,,,,・長津田,
No.15,,,,,,,3,新井亜衣,,,,・市川,
No.15,,,,,,,4,中畑,,,,・成城,
No.15,,,,,,,5,李鎬善,,,,・目黒,
No.15,,,,,,,6,RacaruGabriela,,,,・慶應日吉,
No.15,,,,,,,7,松本佳奈,茂原,13/103,9.85,0.96,
No.15,,,,,,,8,國政玲,,,,・南青山,
No.15,,,,,,,1,豊島葉子,,,,・袖ケ浦,
No.15,,,,,,,2,早川舞,蒲田,26/103,0.16,0.72,
No.15,,,,,,,3,宍戸萌,,,,・長津田,
No.15,,,,,,,4,小澤有未,,,,・長津田,
No.15,,,,,,,5,長谷ちひろ,茂原,23/103,4.87,0.81,
No.15,,,,,,,6,片桐由里恵,,,,・s湘南台,
No.15,,,,,,,7,岡澤美咲,,,,・茂原,
No.15,,,,,,,1,ニューボーノード菜月,柏,22/102,9.34,0.72,
No.15,,,,,,,2,横溝万波,,,,・成瀬,
No.15,,,,,,,3,新後海優,,,,・トレッサ,
No.15,,,,,,,4,川俣星,,,,・新都心,
No.15,,,,,,,5,木田景子,,,,・平塚,
No.15,,,,,,,6,松澤春菜,,,,・大宮宮原,
No.15,,,,,,,7,山下紗英,,,,・s湘南台,
No.15,,,,,,,8,足立知実,,,,・平塚,
No.15,,,,,,,9,村岡礼奈,,,,・桶川北本,
No.15,,,,,,,10,宮百合恵,,,,・阿佐谷,
No.15,,,,,,,11,柏木涼,,,,・越谷LT,
No.15,,,,,,,1,梶井美杏,,,,・清瀬,
No.15,,,,,,,2,高橋紗良,,,,・長津田,
No.15,,,,,,,3,宮澤緋花留,,,,・蒲田,
No.15,,,,,,,4,栃元春乃,,,,・西東京,
No.15,,,,,,,5,青木奈那美,,,,・蒲田,
No.15,,,,,,,6,櫻井春佳,,,,・大宮宮原,
No.15,,,,,,,7,西澤瑛倫,越谷,25/103,2.36,0.69,
No.15,,,,,,,8,松本彩花,,,,・二俣川,
No.15,,,,,,,9,森山稜子,新都心,24/103,4.02,0.73,
No.16,,,,,,,1,椎野正敏,,,,・越谷,
No.16,,,,,,,1,井上隆史,,,,・市ヶ尾,
No.16,,,,,,,2,丸野公敏,,,,・南千住,
No.16,,,,,,,1,石川守也,,,,・市川,
No.16,,,,,,,2,中村欣正,,,,・流山,
No.16,,,,,,,3,池端孝一,成瀬,4/104,3.05,0.81,
No.16,,,,,,,4,井口穣,,,,・東戸塚,
No.16,,,,,,,5,小田稔,,,,・慶應日吉,
No.16,,,,,,,6,増山晶一,,,,・下北沢,
No.16,,,,,,,7,丸本芳郎,,,,ザバス鶴見,
No.16,,,,,,,1,吉田亮,,,,・成城,
No.16,,,,,,,2,嶋﨑昭夫,,,,・西東京,
No.16,,,,,,,3,高附直樹,,,,・清瀬,
No.16,,,,,,,4,田中信夫,越谷,3/104,5.58,1.20,
No.16,,,,,,,5,御手洗康美,,,,・大森,
No.16,,,,,,,6,松永勝,,,,・おおたか,
No.16,,,,,,,7,手塚満,,,,・おおたか,
No.16,,,,,,,8,泉保央,,,,・慶應日吉,
No.16,,,,,,,9,縫田駿一,,,,・おおたか,
No.16,,,,,,,10,岡本孝夫,,,,・新川崎,
No.16,,,,,,,1,亀田一麿,東戸塚,12/103,4.15,0.81,
No.16,,,,,,,2,瀧川一興,,,,・大森,
No.16,,,,,,,3,鈴木幹男,,,,・我孫子,
No.16,,,,,,,4,大倉健志,,,,・流山,
No.16,,,,,,,5,渡邊光洋,,,,・福島,
No.16,,,,,,,6,中村雄一,,,,G-SPA,
No.16,,,,,,,7,折居彰,,,,・阿佐谷,
No.16,,,,,,,8,梅村潔,,,,・茂原,
No.16,,,,,,,9,内藤謙一,,,,・松戸,
No.16,,,,,,,10,常山賢二,,,,曽谷・,
No.16,,,,,,,11,岸田孝,,,,・南青山,
No.16,,,,,,,12,松下達一,,,,・西新井,
No.16,,,,,,,13,宮﨑清,,,,・越谷LT,
No.16,,,,,,,14,若山聖亮,,,,G-SPA,
No.16,,,,,,,15,大久保美伸,,,,・松戸,
No.16,,,,,,,16,髙橋修一,,,,・我孫子,
No.16,,,,,,,17,永島聡,,,,・戸塚,
No.16,,,,,,,1,冨松実,,,,・二俣川,
No.16,,,,,,,2,岩田寛,,,,・慶應日吉,
No.16,,,,,,,3,大塚克,,,,・市川,
No.16,,,,,,,4,松田賢治,,,,・大宮宮原,
No.16,,,,,,,5,横浜健,,,,・南青山,
No.16,,,,,,,6,山英克,,,,・我孫子,
No.16,,,,,,,7,佐藤信弘,,,,・桶川北本,
No.16,,,,,,,8,二宮次郎,,,,・南宇都宮,
No.16,,,,,,,9,仲宇佐隆一,,,,・横浜,
No.16,,,,,,,10,阿部宏之助,,,,・上池袋,
No.16,,,,,,,11,長野守,慶應日吉,8/103,9.15,0.79,
No.16,,,,,,,12,山中一男,,,,・阿佐谷,
No.16,,,,,,,13,渡辺好造,,,,・成瀬,
No.16,,,,,,,14,西森文史郎,,,,・長津田,
No.16,,,,,,,15,橋本政明,,,,・志木,
No.16,,,,,,,16,赤坂吉昭,,,,・葛西,
No.16,,,,,,,17,鈴木義夫,,,,・越谷,
No.16,,,,,,,18,藤原雄一郎,,,,・大森,
No.16,,,,,,,19,岡部浩次,,,,・上池袋,
No.16,,,,,,,1,中村勝,,,,・南千住,
No.16,,,,,,,2,上野太紀夫,,,,・柏,
No.16,,,,,,,3,山賀勝之,,,,・南青山,
No.16,,,,,,,4,金子勝,,,,・岩槻,
No.16,,,,,,,5,宇田川祐一,,,,・大宮宮原,
No.16,,,,,,,6,中村幸弘,,,,・越谷,
No.16,,,,,,,7,神尾尚人,,,,・市ヶ尾,
No.16,,,,,,,8,田中基幹,,,,・流山,
No.16,,,,,,,9,藤井宏哉,,,,・松戸,
No.16,,,,,,,10,安 稔,,,,・市ヶ尾,
No.16,,,,,,,11,小泉康延,,,,・亀有,
No.16,,,,,,,12,小松崎浩,,,,・府中,
No.16,,,,,,,13,二宮淳,,,,・トレッサ,
No.16,,,,,,,14,渡辺一,,,,・市ヶ尾,
No.16,,,,,,,15,山本勝,,,,・慶應日吉,
No.16,,,,,,,16,安部盛博,,,,・成城,
No.16,,,,,,,17,安藤靖,,,,・南青山,
No.16,,,,,,,18,浅井速人,,,,・葛西,
No.16,,,,,,,19,半澤繁,,,,・清瀬,
No.16,,,,,,,1,弭 政隆,,,,・葛西,
No.16,,,,,,,2,杉原祥之,,,,ザバス川崎,
No.16,,,,,,,3,門倉孝行,,,,・慶應日吉,
No.16,,,,,,,4,西野宮冬木,,,,・長津田,
No.16,,,,,,,5,浅田康朗,,,,・大森,
No.16,,,,,,,6,兵藤雄,,,,・目黒,
No.16,,,,,,,7,青木健二,,,,・蒲田,
No.16,,,,,,,8,木村秀光,,,,・上池袋,
No.16,,,,,,,9,新井良育,,,,・市ヶ尾,
No.16,,,,,,,10,成島毅,,,,・F宇都宮,
No.16,,,,,,,11,山田隆弘,,,,・市川,
No.16,,,,,,,12,佐藤正章,,,,・用賀,
No.16,,,,,,,13,加藤寿起,,,,・袖ケ浦,
No.16,,,,,,,14,金子謙一,,,,・長津田,
No.16,,,,,,,15,穴田啓樹,,,,・慶應日吉,
No.16,,,,,,,16,猪野周九,,,,・谷津,
No.16,,,,,,,17,久保田信利,ザバス八景,6/103,5.10,0.89,
No.16,,,,,,,18,中島茂,,,,・高崎,
No.16,,,,,,,19,齋藤和典,,,,・新川崎,
No.16,,,,,,,20,日暮正明,,,,・天王洲,
No.16,,,,,,,21,北村勇,,,,・育見ロ,
No.16,,,,,,,22,萱沼憲司郎,,,,・茂原,
No.16,,,,,,,23,福田義晴,市川,7/104,0.13,0.92,
No.16,,,,,,,24,須川真彦,,,,・S湘南ロ,
No.16,,,,,,,1,池田正輝,,,,・市ヶ尾,
No.16,,,,,,,2,大村俊文,,,,・二俣川,
No.16,,,,,,,3,石井龍,,,,・成城,
No.16,,,,,,,4,石上智啓,,,,・二俣川,
No.16,,,,,,,5,佐々木茂倫,,,,・流山,
No.16,,,,,,,6,甫坂修男,,,,・市川,
No.16,,,,,,,7,添田邦彦,,,,・八王子,
No.16,,,,,,,8,阿部賢裕,,,,・育見ロ,
No.16,,,,,,,9,松崎敏明,,,,・慶應日吉,
No.16,,,,,,,10,磯貝知弘,,,,・柏,
No.16,,,,,,,11,足立晃,,,,・新川崎,
No.16,,,,,,,12,内藤充,,,,・新川崎,
No.16,,,,,,,13,渡辺則貴,,,,・戸塚,
No.16,,,,,,,14,佐野剛生,,,,・溝ノ口,
No.16,,,,,,,15,前田光輝,,,,・おおたか,
No.16,,,,,,,16,原田真,,,,・葛西,
No.16,,,,,,,17,松本考弘,,,,・清瀬,
No.16,,,,,,,18,千葉忠英,,,,・天王洲,
No.16,,,,,,,19,岡田育行,,,,・越谷,
No.16,,,,,,,20,佐久 毅慶,,,,・新都心,
No.16,,,,,,,21,倉本貴司,,,,・東十条,
No.16,,,,,,,22,宮本昌雄,,,,・長津田,
No.16,,,,,,,23,庄司和明,,,,・松戸,
No.16,,,,,,,24,本 智浩,,,,・志木,
No.16,,,,,,,25,大川明徳,阿佐谷,9/103,7.10,0.99,
No.16,,,,,,,26,中田雄也,,,,墨田区体育館,
No.16,,,,,,,27,東條博,,,,・阿佐谷,
No.16,,,,,,,28,稲田潤一,,,,・上池袋,
No.16,,,,,,,29,松林徹,,,,・越谷,
No.16,,,,,,,30,落合理,武蔵小杉,5/104,0.87,0.73,
No.16,,,,,,,31,北野善則,,,,・新都心,
No.16,,,,,,,1,野村峰生,,,,・大森,
No.16,,,,,,,2,寺田貴洋,二俣川,21/102,7.95,0.70,
No.16,,,,,,,3,北川貴義,,,,・阿佐谷,
No.16,,,,,,,4,倉持公一,,,,・天王洲,
No.16,,,,,,,5,宅 健介,,,,・天王洲,
No.16,,,,,,,6,堀川広祐,二俣川,17/102,9.22,0.67,
No.16,,,,,,,7,今崎長穂,,,,・自由が丘,
No.16,,,,,,,8,加地隆史,,,,・葛西,
No.16,,,,,,,9,花輪博之,,,,・越谷,
No.16,,,,,,,10,駒形秀一,,,,・我孫子,
No.16,,,,,,,11,若杉佳宏,,,,・阿佐谷,
No.16,,,,,,,12,藤田一寿,,,,・成城,
No.16,,,,,,,13,草野剛史,,,,・二俣川,
No.16,,,,,,,14,高瀬信雄,ザバス川崎,14/103,2.51,0.76,
No.16,,,,,,,15,中嶋智史,,,,・南青山,
No.16,,,,,,,16,成田敏隆,,,,・大森,
No.16,,,,,,,17,小島直政,久喜,10/103,3.69,0.83,
No.16,,,,,,,18,上村匠,,,,・下北沢,
No.16,,,,,,,19,鈴木直哉,,,,・八王子,
No.16,,,,,,,1,前田宗行,,,,・二俣川,
No.16,,,,,,,2,吉田拓磨,,,,・上池袋,
No.16,,,,,,,3,石井将太,,,,・成瀬,
No.16,,,,,,,4,鈴木敏志,,,,・松戸,
No.16,,,,,,,5,小林弘典,,,,ザバス川崎,
No.16,,,,,,,6,村上守,,,,・成城,
No.16,,,,,,,7,田中遼太,,,,・慶應日吉,
No.16,,,,,,,1,青木圭祐,,,,・葛西,
No.16,,,,,,,2,金井元気,,,,・慶應日吉,
No.16,,,,,,,3,雲藤貴光,,,,・天王洲,
No.16,,,,,,,4,福田雄太,,,,・慶應日吉,
No.16,,,,,,,5,和田亮,,,,・阿佐谷,
No.16,,,,,,,6,佐々木悠介,,,,・福島,
No.16,,,,,,,1,石川和樹,,,,・谷津,
No.16,,,,,,,2,江沢純也,,,,・我孫子,
No.16,,,,,,,3,寺田遼太,天王洲,18/102,9.52,0.88,
No.16,,,,,,,4,渡部慎也,大森,15/103,0.84,0.71,
No.16,,,,,,,5,大野淳哉,,,,・上池袋,
No.16,,,,,,,1,川島由伸,,,,・上池袋,
No.16,,,,,,,2,板場貴大,,,,・成城,
No.16,,,,,,,3,中島大賀,,,,・市川,
No.16,,,,,,,4,神戸優悠希,,,,・茂原,
No.16,,,,,,,5,宮田遼太,,,,・成城,
No.16,,,,,,,6,星友也,,,,・天王洲,
No.16,,,,,,,7,室坂拓真,,,,・用賀,
No.16,,,,,,,8,村上裕哉,,,,・南千住,
No.16,,,,,,,9,和田佳明,,,,・二俣川,
No.16,,,,,,,10,竹下翔,,,,・長津田,
No.16,,,,,,,11,長谷川輝,,,,・平塚,
No.16,,,,,,,12,亀井智貴,,,,・用賀,
No.16,,,,,,,1,設樂航希,,,,・流山,
No.16,,,,,,,2,村田拓斗,,,,・長津田,
No.16,,,,,,,3,織戸友宏,,,,・葛西,
No.16,,,,,,,4,重高良彦,,,,・育見ロ,
No.16,,,,,,,5,田中啓二朗,,,,・二俣川,
No.16,,,,,,,6,三角一汰,新都心,19/102,6.92,0.62,
No.16,,,,,,,7,藤井大智,F東戸塚,16/102,7.03,0.60,
No.16,,,,,,,8,伊藤水晶,,,,・松戸,
No.16,,,,,,,9,佐々木明日真,,,,・市川,
No.16,,,,,,,10,西沢歩,,,,・清瀬,
No.16,,,,,,,11,南里輝,,,,・蒲田,
No.16,,,,,,,12,金子智哉,,,,・清瀬,
No.16,,,,,,,13,藤井龍生,横浜,20/102,7.88,0.63,
No.16,,,,,,,14,安永竜之佑,東戸塚,13/102,9.70,0.60,
No.16,,,,,,,15,加藤慎梧,ザバス川崎,11/103,1.75,1.03,
No.16,,,,,,,16,佐々木駿,,,,・流山,
No.17,,,,,,,1,二俣川,,,,321歳,1:04.55
No.17,,,,,,,1,吉見一江,,,,1.00,
No.17,,,,,,,2,浅田眞守,,,,,
No.17,,,,,,,3,香川近,,,,0.57,
No.17,,,,,,,4,武藤治子,,,,,
No.17,,,,,,,1,成城,,,,296歳,45.96
No.17,,,,,,,1,吉田亮,,,,0.80,
No.17,,,,,,,2,栗林眞知子,,,,0.31,
No.17,,,,,,,3,木津誠,,,,0.24,
No.17,,,,,,,4,伊藤ゅかり,,,,0.30,
No.17,,,,,,,2,慶應日吉,,,,300歳,1:01.74
No.17,,,,,,,1,池淵子,,,,0.70,
No.17,,,,,,,2,泉保,,,,,
No.17,,,,,,,3,森谷登士江,,,,0.26,
No.17,,,,,,,4,小田,,,,,
No.17,,,,,,,3,阿佐谷,,,,289歳,1:00.79
No.17,,,,,,,1,伴野保士,,,,0.99,
No.17,,,,,,,2,吉村進,,,,0.10,
No.17,,,,,,,3,渡邉登美子,,,,0.98,
No.17,,,,,,,4,三嶋祐子,,,,0.18,
No.17,,,,,,,1,二俣川,,,,241歳,39.22
No.17,,,,,,,1,冨松実,,,,0.71,
No.17,,,,,,,2,知見彦,,,,0.37,
No.17,,,,,,,3,武井麻知子,,,,0.30,
No.17,,,,,,,4,永瀬秀子,,,,0.31,
No.17,,,,,,,2,八景,,,,240歳,48.71
No.17,,,,,,,1,鶴岡美佐,,,,0.63,
No.17,,,,,,,2,兼森伸兒,,,,0.51,
No.17,,,,,,,3,野村洋子,,,,0.31,
No.17,,,,,,,4,久保田利,,,,0.35,
No.17,,,,,,,3,横浜,,,,248歳,46.73
No.17,,,,,,,1,田邊和可子,,,,0.70,
No.17,,,,,,,2,仲宇佐隆一,,,,0.69,
No.17,,,,,,,3,二宀博,,,,0.47,
No.17,,,,,,,4,佐藤子,,,,0.34,
No.17,,,,,,,4,長津田,,,,241歳,44.76
No.17,,,,,,,1,西森文史郎,,,,0.65,
No.17,,,,,,,2,池谷千尋,,,,0.50,
No.17,,,,,,,3,宀林佑妃,,,,0.93,
No.17,,,,,,,4,久保とし子,,,,0.70,
No.17,,,,,,,1,二俣川,,,,214歳,42.20
No.17,,,,,,,1,川村佳代子,,,,0.63,
No.17,,,,,,,2,鶴谷学,,,,0.25,
No.17,,,,,,,3,大村俊文,,,,0.31,
No.17,,,,,,,4,板谷仁恵,,,,0.67,
No.17,,,,,,,2,市ヶ尾,,,,203歳,42.46
No.17,,,,,,,1,高橋麻子,,,,0.73,
No.17,,,,,,,2,廣松伸一,,,,0.45,
No.17,,,,,,,3,図師拓千,,,,0.36,
No.17,,,,,,,4,白須青子,,,,0.21,
No.17,,,,,,,3,大森,,,,210歳,38.25
No.17,,,,,,,1,町田克浩,,,,0.83,
No.17,,,,,,,2,大竹昌子,,,,0.54,
No.17,,,,,,,3,浅田康朗,,,,0.31,
No.17,,,,,,,4,浅尾有香,,,,0.47,
No.17,,,,,,,4,長津田,,,,203歳,45.13
No.17,,,,,,,1,原磨理,,,,0.67,
No.17,,,,,,,2,祖川久茂,,,,0.37,
No.17,,,,,,,3,花井一也,,,,0.28,
No.17,,,,,,,4,久保かおり,,,,0.50,
No.17,,,,,,,5,越谷,,,,210歳,48.15
No.17,,,,,,,1,小林のぞみ,,,,0.63,
No.17,,,,,,,2,中村幸弘,,,,0.65,
No.17,,,,,,,3,花輪博之,,,,0.66,
No.17,,,,,,,4,山田未紗子,,,,0.45,
No.17,,,,,,,6,用賀,,,,203歳,51.47
No.17,,,,,,,1,糸川永利子,,,,0.79,
No.17,,,,,,,2,和田浩一,,,,0.44,
No.17,,,,,,,3,室坂拓真,,,,0.28,
No.17,,,,,,,4,冨樫真討子,,,,0.36,
No.17,,,,,,,7,松戸,,,,226歳,35.38
No.17,,,,,,,1,鈴木敏士,,,,0.70,
No.17,,,,,,,2,藤井宏,,,,0.67,
No.17,,,,,,,3,高橋,,,,0.41,
No.17,,,,,,,4,青木華世子,,,,0.21,
No.17,,,,,,,8,新都心,,,,215歳,43.66
No.17,,,,,,,1,吉岡智子,,,,0.78,
No.17,,,,,,,2,浅野亮介,,,,0.74,
No.17,,,,,,,3,佐久日毅慶,,,,0.48,
No.17,,,,,,,4,加藤雅弓,,,,0.36,
No.17,,,,,,,9,阿佐谷,,,,231歳,39.08
No.17,,,,,,,1,若/佳宏,,,,0.72,
No.17,,,,,,,2,三かよ子,,,,0.46,
No.17,,,,,,,3,大川明徳,,,,0.83,
No.17,,,,,,,4,大原美,,,,0.67,
No.17,,,,,,,10,慶應日吉,,,,225歳,47.83
No.17,,,,,,,1,中野朗子,,,,0.80,
No.17,,,,,,,2,久保田裕一,,,,0.62,
No.17,,,,,,,3,大塚秀幸,,,,0.70,
No.17,,,,,,,4,鈴木夏実,,,,0.92,38.90
No.17,,,,,,,1,宀川則仁,,,,0.79,
No.17,,,,,,,2,川瀬,,,,健次,
No.17,,,,,,,3,若林,,,,朋子,
No.17,,,,,,,4,花木,,,,尚美,
No.17,,,,,,,1,長津田,,,,183歳,34.88
No.17,,,,,,,1,小澤有未,,,,0.65,
No.17,,,,,,,2,星野隆,,,,0.68,
No.17,,,,,,,3,吉村華余,,,,0.47,
No.17,,,,,,,4,藤本豊和,,,,0.36,
No.17,,,,,,,2,おおたか,,,,163歳,35.72
No.17,,,,,,,1,嶋田菜々子,,,,0.59,
No.17,,,,,,,2,中村奈子,,,,0.56,
No.17,,,,,,,3,川貴章,,,,0.35,
No.17,,,,,,,4,前田光輝,,,,0.41,
No.17,,,,,,,3,慶應日吉,,,,177歳,38.26
No.17,,,,,,,1,宀本八重,,,,0.66,
No.17,,,,,,,2,金井元気,,,,0.24,
No.17,,,,,,,3,門倉孝行,,,,0.57,
No.17,,,,,,,4,小豆澤和代,,,,0.65,
No.17,,,,,,,4,阿佐谷,,,,166歳,40.95
No.17,,,,,,,1,棚網恵理,,,,0.65,
No.17,,,,,,,2,北川貴義,,,,0.42,
No.17,,,,,,,3,和田亮,,,,0.82,
No.17,,,,,,,4,宀百合恵,,,,0.36,
No.17,,,,,,,5,二俣川,,,,176歳,31.48
No.17,,,,,,,1,寺田貴洋,,,,0.84,
No.17,,,,,,,2,立石裕太郎,,,,0.41,
No.17,,,,,,,3,吉池奈々,,,,0.49,
No.17,,,,,,,4,草野茜,,,,0.37,
No.17,,,,,,,6,成城,,,,179歳,35.88
No.17,,,,,,,1,村上守,,,,0.78,
No.17,,,,,,,2,岩田恵,,,,0.41,
No.17,,,,,,,3,佐々木彩,,,,0.40,
No.17,,,,,,,4,藤田一寿,,,,0.45,
No.17,,,,,,,7,川,,,,197歳,36.40
No.17,,,,,,,1,/原祥之,,,,0.69,
No.17,,,,,,,2,中込孝之,,,,0.72,
No.17,,,,,,,3,錦織佳奈子,,,,0.53,
No.17,,,,,,,4,土井直子,,,,0.41,
No.17,,,,,,,8,川,,,,176歳,32.18
No.17,,,,,,,1,河野大和,,,,0.71,
No.17,,,,,,,2,佐伯康子,,,,0.47,
No.17,,,,,,,3,土井満,,,,0.69,
No.17,,,,,,,4,中山翠,,,,0.43,
No.17,,,,,,,9,大森,,,,189歳,47.84
No.17,,,,,,,1,大島江理子,,,,0.72,
No.17,,,,,,,2,宇佐美学,,,,0.73,
No.17,,,,,,,3,冨永衣子,,,,0.48,
No.17,,,,,,,4,成田敏隆,,,,0.61,
No.17,,,,,,,10,我孫子,,,,199歳,1:05.02
No.17,,,,,,,1,日置睦,,,,0.74,
No.17,,,,,,,2,駒形秀一,,,,0.33,
No.17,,,,,,,3,江沢純也,,,,0.32,
