ID,回,順位,チーム名,フリガナ,得点,男子,女子,混合
34,79,33位,セントラルスイムクラブ湘南台,ｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ ｼｮｳﾅﾝﾀﾞｲ,124.0,0,0,0
35,79,35位,セントラルウェルネスクラブ西新井,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ﾆｼｱﾗｲ,122.0,0,0,0
36,79,36位,ザバススポーツクラブ金沢八景,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞ ｶﾅｻﾞﾜﾊｯｹｲ,118.0,0,0,0
37,79,37位,セントラルウェルネスクラブ24久喜,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ﾆｼﾞｭｳﾖﾝｸｷ,114.0,0,0,0
38,79,38位,セントラルスポーツフッサ,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾌｯｻ,104.0,0,0,0
39,79,39位,ラヴィセントラルフィットネスクラブ蒲田,ﾗｳﾞｨｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｶﾏﾀ,101.0,0,0,0
40,79,40位,セントラルウェルネスクラブ志木,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ｼｷ,100.0,0,0,0
41,79,41位,セントラルスポーツ南行徳,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾐﾅﾐｷﾞｮｳﾄｸ,99.0,0,0,0
42,79,42位,セントラルスイムクラブ横浜,ｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ ﾖｺﾊﾏ,97.0,0,0,0
43,79,43位,セントラルフィットネスクラブ茂原,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾓﾊﾞﾗ,88.0,0,0,0
44,79,44位,セントラルウェルネスクラブときわ台,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ﾄｷﾜﾀﾞｲ,87.0,0,0,0
45,79,45位,セントラルスポーツクラブ館山,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞ ﾀﾃﾔﾏ,86.0,0,0,0
46,79,46位,セントラルフィットネスクラブ市川,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｲﾁｶﾜ,85.0,0,0,0
47,79,47位,セントラルフィットネスクラブ八千代台,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾔﾁﾖﾀﾞｲ,80.0,0,0,0
48,79,48位,セントラルウェルネスクラブ能見台,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞ ﾉｳｹﾝﾀﾞｲ,78.0,0,0,0
49,79,49位,ゴールデンスパ・ニューオータニ,ｺﾞｰﾙﾃﾞﾝｽﾊﾟ ﾆｭｰｵｰﾀﾆ,70.0,0,0,0
50,79,50位,セントラルフィットネスクラブ亀有,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ｶﾒｱﾘ,68.0,0,0,0
51,79,50位,セントラルフィットネスクラブ府中,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞ ﾌUCHU,68.0,0,0,0
