round,pool_type,race_no,gender,event_name,age_group_label,world_record,japan_record,meet_record,rank,team_name,combined_age,lane,time_display,time_seconds,is_meet_record,is_japan_record,is_world_record,lap_times
80,長水路,3,女子,4×50mフリーリレー,320～359歳,2:52.72,2:52.72,3:16.24,1,セ・用賀,321,1/8,3:23.06,203.06,False,False,False,"48.52,1:43.81,2:34.96"
80,長水路,3,女子,4×50mフリーリレー,280～319歳,2:14.99,2:23.39,2:45.72,1,セ・天王洲,302,1/2,3:25.57,205.57,False,False,False,"46.18,1:40.04,2:41.89"
80,長水路,3,女子,4×50mフリーリレー,280～319歳,2:14.99,2:23.39,2:45.72,2,セ・慶應日吉,285,1/3,3:27.33,207.32999999999998,False,False,False,"55.42,1:49.78,2:43.12"
80,長水路,3,女子,4×50mフリーリレー,280～319歳,2:14.99,2:23.39,2:45.72,3,セ・桶川北本,284,1/9,3:37.99,217.99,False,False,False,"1:04.23,1:56.44,2:50.37"
80,長水路,3,女子,4×50mフリーリレー,240～279歳,2:00.75,2:06.89,2:18.66,1,セ・二俣川,258,2/8,2:28.43,148.43,False,False,False,"32.36,1:13.14,1:52.52"
80,長水路,3,女子,4×50mフリーリレー,240～279歳,2:00.75,2:06.89,2:18.66,2,セ・おおたか,245,1/5,2:41.16,161.16,False,False,False,"36.67,1:20.35,2:06.59"
80,長水路,3,女子,4×50mフリーリレー,240～279歳,2:00.75,2:06.89,2:18.66,3,セ・慶應日吉,251,1/6,2:53.14,173.14,False,False,False,"41.88,1:34.28,2:22.88"
80,長水路,3,女子,4×50mフリーリレー,240～279歳,2:00.75,2:06.89,2:18.66,4,セ・南千住,247,1/7,3:05.49,185.49,False,False,False,"57.29,1:43.51,2:28.10"
80,長水路,3,女子,4×50mフリーリレー,240～279歳,2:00.75,2:06.89,2:18.66,5,セ・清瀬,242,1/4,3:07.03,187.03,False,False,False,"44.75,1:29.38,2:26.02"
80,長水路,3,女子,4×50mフリーリレー,200～239歳,1:54.10,1:58.55,2:09.81,1,セ・成城,212,2/3,2:22.30,142.3,False,False,False,"36.57,1:13.15,1:51.56"
80,長水路,3,女子,4×50mフリーリレー,200～239歳,1:54.10,1:58.55,2:09.81,2,セ・松戸,214,2/7,2:23.00,143.0,False,False,False,"33.39,1:08.00,1:44.68"
80,長水路,3,女子,4×50mフリーリレー,200～239歳,1:54.10,1:58.55,2:09.81,3,セ・南千住,223,2/2,2:36.60,156.6,False,False,False,"30.95,1:02.83,1:51.38"
80,長水路,3,女子,4×50mフリーリレー,160～199歳,1:48.44,1:54.99,2:05.08,1,セ・二俣川,174,2/4,2:18.82,138.82,False,False,False,"35.05,1:12.17,1:49.56"
80,長水路,3,女子,4×50mフリーリレー,160～199歳,1:48.44,1:54.99,2:05.08,2,セ・袖ヶ浦,181,2/6,2:23.17,143.17000000000002,False,False,False,"34.37,1:24.28,1:54.54"
80,長水路,3,女子,4×50mフリーリレー,160～199歳,1:48.44,1:54.99,2:05.08,3,セ・桶川北本,191,2/9,2:36.06,156.06,False,False,False,"43.64,1:27.46,2:02.90"
80,長水路,3,女子,4×50mフリーリレー,72～119歳,1:48.16,1:48.39,1:57.97,1,セ・葛西,110,2/5,2:01.64,121.64,False,False,False,"29.69,1:00.42,1:30.92"
80,長水路,4,男子,4×50mフリーリレー,280～319歳,1:53.43,2:02.04,2:18.54,1,セ・成城,294,1/3,2:27.35,147.35,False,False,False,"31.56,1:08.63,1:46.00"
80,長水路,4,男子,4×50mフリーリレー,280～319歳,1:53.43,2:02.04,2:18.54,2,セ・慶應日吉,284,1/8,2:42.28,162.28,False,False,False,"38.26,1:28.71,2:08.44"
80,長水路,4,男子,4×50mフリーリレー,280～319歳,1:53.43,2:02.04,2:18.54,3,セ・おおたか,310,1/9,3:18.29,198.29,False,False,False,"52.87,1:45.18,2:33.33"
80,長水路,4,男子,4×50mフリーリレー,240～279歳,1:42.40,1:50.33,1:53.10,1,セ・おおたか,243,2/8,2:00.72,120.72,False,False,False,"32.34,1:02.60,1:32.86"
80,長水路,4,男子,4×50mフリーリレー,240～279歳,1:42.40,1:50.33,1:53.10,2,セ・大宮宮原,241,2/1,2:08.39,128.39,False,False,False,"35.45,1:06.63,1:37.76"
80,長水路,4,男子,4×50mフリーリレー,240～279歳,1:42.40,1:50.33,1:53.10,3,セ・南青山,276,1/7,2:36.63,156.63,False,False,False,"31.18,1:02.11,1:42.96"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,1,セ・二俣川,203,3/3,1:53.71,113.71000000000001,False,False,False,"31.51,58.49,1:27.60"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,2,セ・葛西,202,2/7,1:58.29,118.28999999999999,False,False,False,"26.87,57.03,1:26.99"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,3,セ・市ヶ尾,202,2/4,1:59.32,119.32,False,False,False,"27.04,58.27,1:34.07"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,4,セ・長津田,200,2/5,2:02.19,122.19,False,False,False,"30.72,1:03.06,1:33.79"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,5,セ・八王子,202,2/3,2:05.89,125.89,False,False,False,"27.39,58.44,1:28.00"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,6,セ・慶應日吉,211,2/2,2:09.45,129.45,False,False,False,"30.47,1:06.67,1:36.04"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,7,セ・おおたか,200,1/5,2:09.50,129.5,False,False,False,"33.35,1:07.80,1:40.44"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,8,セ・西新井,200,1/4,2:09.78,129.78,False,False,False,"26.19,52.74,1:27.61"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,9,セ・武蔵小杉,220,2/9,2:10.46,130.46,False,False,False,"30.93,1:03.05,1:39.64"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,10,セ・天王洲,220,1/6,2:22.08,142.07999999999998,False,False,False,"27.74,1:00.12,1:46.63"
80,長水路,4,男子,4×50mフリーリレー,200～239歳,1:38.24,1:42.21,1:46.48,11,セ・茂原,211,1/2,2:25.07,145.07,False,False,False,"37.23,1:19.68,1:59.55"
80,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:35.58,1:41.69,1,セ・武蔵小杉,185,3/8,1:51.08,111.08,False,False,False,"26.76,54.18,1:23.79"
80,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:35.58,1:41.69,2,セ・上池袋,165,3/7,1:52.00,112.0,False,False,False,"22.86,47.71,1:18.25"
80,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:35.58,1:41.69,3,セ・大宮宮原,164,2/6,1:57.13,117.13,False,False,False,"32.65,1:00.60,1:31.14"
80,長水路,4,男子,4×50mフリーリレー,160～199歳,1:34.92,1:35.58,1:41.69,4,セ・用賀,185,3/10,2:02.55,122.55,False,False,False,"34.07,1:04.89,1:37.23"
80,長水路,4,男子,4×50mフリーリレー,120～159歳,1:31.94,1:33.07,1:41.73,1,セ・おおたか,135,3/6,1:48.26,108.25999999999999,False,False,False,"27.40,55.10,1:23.32"
80,長水路,4,男子,4×50mフリーリレー,120～159歳,1:31.94,1:33.07,1:41.73,2,セ・天王洲,123,3/2,1:49.23,109.22999999999999,False,False,False,"26.89,52.91,1:20.90"
80,長水路,4,男子,4×50mフリーリレー,120～159歳,1:31.94,1:33.07,1:41.73,3,セ・柏,134,3/4,1:49.44,109.44,False,False,False,"26.05,54.45,1:24.24"
80,長水路,4,男子,4×50mフリーリレー,120～159歳,1:31.94,1:33.07,1:41.73,4,セ・市ヶ尾,130,3/9,1:50.10,110.1,False,False,False,"27.52,54.36,1:22.40"
80,長水路,4,男子,4×50mフリーリレー,120～159歳,1:31.94,1:33.07,1:41.73,5,セ・二俣川,146,3/1,1:54.77,114.77000000000001,False,False,False,"27.13,53.74,1:26.95"
80,長水路,4,男子,4×50mフリーリレー,72～119歳,1:31.40,1:33.32,1:40.19,1,セ・成城,93,3/5,1:45.96,105.96000000000001,False,False,False,"25.32,51.15,1:18.52"
80,長水路,5,女子,4×100mフリーリレー,240～279歳,4:36.74,4:44.65,5:25.14,1,セ・成瀬,244,1/6,5:57.16,357.15999999999997,False,False,False,"43.89,1:37.49,2:19.36,3:06.97,3:51.86,4:40.81,5:16.72"
80,長水路,5,女子,4×100mフリーリレー,240～279歳,4:36.74,4:44.65,5:25.14,2,セ・阿佐谷,259,1/3,7:18.98,438.98,False,False,False,"50.86,1:51.27,2:41.75,3:34.44,4:28.33,5:28.81,6:22.35"
80,長水路,5,女子,4×100mフリーリレー,240～279歳,4:36.74,4:44.65,5:25.14,3,セ・天王洲,273,1/7,7:19.17,439.17,False,False,False,"50.70,1:49.82,2:50.81,3:53.53,4:44.94,5:37.37,6:25.45"
80,長水路,5,女子,4×100mフリーリレー,200～239歳,4:20.68,4:29.24,5:18.59,1,セ・阿佐谷,225,1/5,5:36.10,336.1,False,False,False,"39.12,1:21.92,2:04.41,2:49.66,3:29.86,4:14.94,4:52.32"
80,長水路,5,女子,4×100mフリーリレー,200～239歳,4:20.68,4:29.24,5:18.59,2,セ・南千住,236,1/4,6:23.70,383.7,False,False,False,"32.82,1:10.54,2:00.01,2:55.45,3:43.22,4:35.95,5:28.46"
80,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,1,セ・長津田,173,2/3,5:02.70,302.7,False,False,False,"37.04,1:20.45,2:00.67,2:47.38,3:19.20,3:55.41,4:26.66"
80,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,2,セ・慶應日吉,183,2/6,5:05.40,305.4,False,False,False,"33.35,1:09.96,1:46.77,2:28.92,3:07.94,3:53.29,4:28.26"
80,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,3,セ・市ヶ尾,178,2/4,5:13.37,313.37,False,False,False,"37.97,1:19.93,1:57.34,2:36.99,3:17.87,4:02.20,4:35.76"
80,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,4,セ・二俣川,177,2/7,5:32.59,332.59000000000003,False,False,False,"39.77,1:22.04,2:05.08,2:50.18,3:30.04,4:16.01,4:52.03"
80,長水路,5,女子,4×100mフリーリレー,160～199歳,4:06.90,4:19.20,4:36.81,5,セ・天王洲,176,2/8,6:10.95,370.95,False,False,False,"46.58,1:37.17,2:22.82,3:14.73,3:56.57,4:41.97,5:24.93"
80,長水路,5,女子,4×100mフリーリレー,120～159歳,4:04.10,4:07.62,4:35.52,1,セ・成城,149,2/5,4:53.25,293.25,False,False,False,"33.82,1:12.20,1:43.84,2:22.49,2:57.91,3:39.15,4:12.87"
80,長水路,6,男子,4×100mフリーリレー,240～279歳,3:59.86,4:14.03,4:55.69,1,セ・阿佐谷,246,1/4,4:45.45,285.45,True,False,False,"29.35,1:00.95,1:39.05,2:23.60,2:56.21,3:36.27,4:11.22"
80,長水路,6,男子,4×100mフリーリレー,240～279歳,3:59.86,4:14.03,4:55.69,2,セ・市ヶ尾,240,1/6,4:45.85,285.85,True,False,False,"31.73,1:07.30,1:43.57,2:21.59,2:59.79,3:40.40,4:11.83"
