round,pool_type,rank,team_name,furigana,total_points,male_points,female_points,mixed_points
80,長水路,37,Ｇ－ＳＰＡ,ｺﾞｰﾙﾃﾞﾝｽﾊﾟﾆｭｰｵｰﾀﾆ,54.0,18.0,36.0,0.0
80,長水路,38,セ・東戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾋｶﾞｼﾄﾂｶ,48.0,35.0,13.0,0.0
80,長水路,39,セ・市川,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲﾁｶﾜ,47.0,30.0,17.0,0.0
80,長水路,40,セ・八千代台,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾔﾁﾖﾀﾞｲ,45.0,29.0,16.0,0.0
80,長水路,40,セ・能見台,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾉｳｹﾝﾀﾞｲ,45.0,20.0,25.0,0.0
80,長水路,42,セ・南宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾐﾅﾐｳﾂﾉﾐﾔ,44.0,10.0,34.0,0.0
80,長水路,43,セ・福生,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾌｯｻ,36.0,2.0,34.0,0.0
80,長水路,44,セ・青砥,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｱｵﾄ,35.0,24.0,8.0,3.0
80,長水路,45,ザバス鶴見,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞﾂﾙﾐ,34.0,34.0,0.0,0.0
80,長水路,46,セ・府中,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾌﾁｭｳ,33.0,16.0,17.0,0.0
80,長水路,47,セ・新川崎,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾝｶﾜｻｷ,31.0,18.0,13.0,0.0
80,長水路,48,セ・目黒,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾒｸﾞﾛ,29.0,6.0,23.0,0.0
80,長水路,49,墨田区体育館,ｽﾐﾀﾞｸｿｳｺﾞｳﾀｲｲｸｶﾝ,26.0,12.0,14.0,0.0
80,長水路,50,セ・Ｆ宇都宮,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｳﾂﾉﾐﾔ,24.0,7.0,17.0,0.0
80,長水路,50,曽谷・セ,ｿﾔｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ,24.0,9.0,15.0,0.0
80,長水路,52,セ・久喜,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾆｼﾞｭｳﾖﾝｸｷ,23.0,16.0,7.0,0.0
80,長水路,53,セ・藤沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾌｼﾞｻﾜ,22.0,12.0,10.0,0.0
80,長水路,54,セ・自由が丘,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾞﾕｳｶﾞｵｶ,17.0,0.0,17.0,0.0
80,長水路,54,セ・平塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾋﾗﾂｶ,17.0,0.0,17.0,0.0
80,長水路,56,セ・岩槻,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞｲﾜﾂｷ,15.0,15.0,0.0,0.0
80,長水路,56,セ・新都心,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｻｲﾀﾏｼﾝﾄｼﾝ,15.0,8.0,7.0,0.0
80,長水路,58,ＣＳ南行徳,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾐﾅﾐｷﾞｮｳﾄｸ,14.0,0.0,14.0,0.0
80,長水路,58,セ・新三郷,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾝﾐｻﾄ,14.0,0.0,14.0,0.0
80,長水路,58,セ・戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾄﾂｶ,14.0,0.0,14.0,0.0
80,長水路,61,セ・セン南,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｾﾝﾀｰﾐﾅﾐ,12.0,12.0,0.0,0.0
80,長水路,62,セ・Ｆ東戸塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾋｶﾞｼﾄﾂｶ,10.0,10.0,0.0,0.0
80,長水路,62,セ・溝ノ口,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾐｿﾞﾉｸﾁ,10.0,0.0,10.0,0.0
80,長水路,64,セ・下北沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾓｷﾀｻﾞﾜ,9.0,9.0,0.0,0.0
80,長水路,65,セ・湘南ＬＴ,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼｮｳﾅﾝｴﾙﾃ,8.0,8.0,0.0,0.0
80,長水路,66,セ・福島,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾌｸｼﾏ,7.0,7.0,0.0,0.0
80,長水路,67,セ・川越,ｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞｶﾜｺﾞｴ,2.0,0.0,2.0,0.0
