round,pool_type,rank,team_name,furigana,total_points,male_points,female_points,mixed_points
75,長水路,18,セ・南千住,ｾ・ｳｪﾙﾈﾙｸﾗﾌﾞﾐﾅミｾﾝｼﾞｭ,190.0,78.0,107.0,5.0
75,長水路,19,セ・我孫子,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｱﾋﾞｺ,157.0,59.0,94.0,4.0
75,長水路,20,セ・柏,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｶｼﾜ,149.0,83.0,60.0,6.0
75,長水路,21,セ・用賀,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾖｳｶﾞ,146.0,76.0,46.0,24.0
75,長水路,22,セ・成瀬,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞナルセ,144.0,78.0,45.0,21.0
75,長水路,23,セ・目黒,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞメｸﾞﾛ,133.0,20.0,107.0,6.0
75,長水路,24,セ・流山             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞナガレヤマ 121.0点   81.0点   40.0点,23位 セ・目黒             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞメｸﾞﾛ     133.0点   20.0点  107.0点    6.0点,0.0,0,0,0
75,長水路,25,セ・八王子           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞハチオウジ 108.0点   81.0点   27.0点,24位 セ・流山             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞナガレヤマ 121.0点   81.0点   40.0点    0.0点,0.0,0,0,0
75,長水路,26,セ・谷津,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヤツ,107.0,38.0,49.0,20.0
75,長水路,27,セ・蒲田             ﾗｳﾞｨｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞカマタ 106.0点   43.0点   53.0点,26位 セ・谷津             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヤツ      107.0点   38.0点   49.0点   20.0点,10.0,0,0,0
75,長水路,28,セ・市川,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲﾁｶﾜ,105.0,80.0,25.0,0.0
75,長水路,29,セ・福生,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾌｯｻ,103.0,69.0,34.0,0.0
75,長水路,30,セ・志木,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞシキ,102.0,72.0,30.0,0.0
75,長水路,31,セ・新都心,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｻｲﾀﾏｼﾝﾄｼﾝ,99.0,45.0,54.0,0.0
75,長水路,32,セ・前橋,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾏｴﾊﾞｼ,95.0,89.0,6.0,0.0
75,長水路,32,セ・茂原,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞモバラ,95.0,58.0,27.0,10.0
75,長水路,32,ザバス川崎,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞｶﾜｻｷ,95.0,37.0,56.0,2.0
75,長水路,35,セ・自由が丘,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾞﾕｳｶﾞｵｶ,91.0,12.0,79.0,0.0
75,長水路,36,セ・長沼,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞナガヌマ,90.0,43.0,47.0,0.0
75,長水路,37,セ・桶川北本,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｵｹｶﾞﾜｷﾀﾓﾄ,88.0,47.0,32.0,9.0
75,長水路,38,セ・上池袋,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞｶﾐｲケブクロ,87.0,64.0,23.0,0.0
75,長水路,39,セ・戸塚,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾄﾂｶ,79.0,12.0,67.0,0.0
75,長水路,40,セ・稲毛海岸         ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲナゲカイガ 77.0点  18.0点  59.0点,39位 セ・戸塚             ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾄﾂｶ          79.0点  12.0点  67.0点   0.0点,0.0,0,0,0
75,長水路,40,セ・横浜,ｾﾝﾄﾗﾙｽスイムｸﾗﾌﾞヨコハマ,77.0,37.0,38.0,2.0
75,長水路,42,セ・ときわ台,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞトキワダイ,73.0,26.0,47.0,0.0
75,長水路,43,セ・館山,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞタテヤマ,71.0,42.0,29.0,0.0
75,長水路,44,セ・西新井,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞニシアライ,70.0,25.0,31.0,14.0
75,長水路,45,セ・西東京           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞニシトウキョウ 68.0点  46.0点  22.0点,44位 セ・西新井           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞニシアライ    70.0点  25.0点  31.0点  14.0点,0.0,0,0,0
75,長水路,46,セ・藤沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフジサワ,66.0,38.0,28.0,0.0
75,長水路,47,ザバス金沢八         ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞカナザワハッケイ 63.0点  23.0点  26.0点,46位 セ・藤沢             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフジサワ    66.0点  38.0点  28.0点   0.0点,14.0,0,0,0
75,長水路,48,クリーンスパ         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクリーンパスイチカワ 60.0点  11.0点  41.0点,47位 ザバス金沢八         ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞカナザワハッケイ 63.0点  23.0点  26.0点  14.0点,8.0,0,0,0
75,長水路,49,セ・南宇都宮         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブミナミウツノミヤ 59.0点  11.0点  48.0点,48位 クリーンスパ         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクリーンパスイチカワ 60.0点  11.0点  41.0点   8.0点,0.0,0,0,0
75,長水路,49,セ・南青山           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞミナミアオヤマ 59.0点  30.0点  29.0点,49位 セ・南宇都宮         ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブミナミウツノミヤ 59.0点  11.0点  48.0点   0.0点,0.0,0,0,0
75,長水路,51,セ・トレッサ           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞトレッサオオクラヤ 57.0点   6.0点  48.0点,49位 セ・南青山           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞミナミアオヤマ 59.0点  30.0点  29.0点   0.0点,3.0,0,0,0
75,長水路,52,セ・府中,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフチュウ,52.0,8.0,44.0,0.0
75,長水路,53,セ・下北沢           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞシモキタザワ 51.0点  33.0点  18.0点,52位 セ・府中             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞフチュウ    52.0点   8.0点  44.0点   0.0点,0.0,0,0,0
75,長水路,54,Ｇ－ＳＰＡ,ｺﾞｰﾙﾃﾞﾝｽﾊﾟニューオータニ,45.0,11.0,29.0,5.0
75,長水路,55,セ・青砥,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞアオト,43.0,12.0,31.0,0.0
75,長水路,56,セ・能見台           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞノウケンダイ 37.0点   7.0点  30.0点,55位 セ・青砥             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞアオト     43.0点  12.0点  31.0点   0.0点,0.0,0,0,0
75,長水路,57,曽谷・セ,ｿﾔｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ,35.0,18.0,17.0,0.0
75,長水路,57,セ・平塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヒラツカ,35.0,0.0,35.0,0.0
75,長水路,59,セ・蘇我,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞソガ,34.0,7.0,27.0,0.0
75,長水路,60,セ・東戸塚           ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブヒガシトツカ 33.0点  33.0点   0.0点,59位 セ・蘇我             ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞソガ       34.0点   7.0点  27.0点   0.0点,0.0,0,0,0
75,長水路,61,セ・新浦安,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞシンウラヤス,30.0,30.0,0.0,0.0
75,長水路,62,セ・Ｆ東戸塚         ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヒガシトツカ 29.0点  27.0点   2.0点,61位 セ・新浦安           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞシンウラヤス  30.0点  30.0点   0.0点   0.0点,0.0,0,0,0
75,長水路,63,セ・東十条           ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞヒガシジュウジョ 27.0点  27.0点   0.0点,62位 セ・Ｆ東戸塚         ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヒガシトツカ 29.0点  27.0点   2.0点   0.0点,0.0,0,0,0
75,長水路,64,セ・八千代台,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞヤチヨダイ,26.0,26.0,0.0,0.0
75,長水路,65,セ・川越,ｾﾝﾄﾗﾙスイムクラブカワゴエ,23.0,16.0,7.0,0.0
75,長水路,66,セ・Ｆ宇都宮,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞウツノミヤ,21.0,13.0,8.0,0.0
75,長水路,66,セ・亀有,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞカメアリ,21.0,8.0,13.0,0.0
75,長水路,68,セ・福島,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞフクシマ,17.0,17.0,0.0,0.0
75,長水路,68,墨田区体育館         スミダクソウゴウタイイクカン 17.0点   5.0点  12.0点,68位 セ・福島             ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞフクシマ    17.0点  17.0点   0.0点   0.0点,0.0,0,0,0
75,長水路,70,セ・宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブウツノミヤ,16.0,0.0,16.0,0.0
75,長水路,70,セ・本郷台           ｾﾝﾄﾗﾙスイムクラブホンゴウダイ 16.0点   9.0点   7.0点,70位 セ・宇都宮           ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブウツノミヤ  16.0点   0.0点  16.0点   0.0点,0.0,0,0,0
75,長水路,70,セ・新川崎           ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞシンカワサキ 16.0点  13.0点   3.0点,70位 セ・本郷台           ｾﾝﾄﾗﾙスイムクラブホンゴウダイ 16.0点   9.0点   7.0点   0.0点,0.0,0,0,0
75,長水路,73,ザバス藤が丘,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞフジガオカ,13.0,10.0,3.0,0.0
75,長水路,74,セ・岩槻,ｾﾝﾄﾗﾙｽﾎﾟｰﾂクラブイワツキ,5.0,5.0,0.0,0.0
