ID,回,順位,チーム名,フリガナ,得点,男子,女子,混合
50,78,50位,市川,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾘｰﾝｽﾊﾟｲﾁｶﾜ,46,0,0,0
51,78,51位,南宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞﾐﾅﾐｳﾂﾉﾐﾔ,45,0,0,0
52,78,51位,G-SPA,ｺﾞｰﾙﾃﾞﾝｽﾊﾟﾆｭｰｵｰﾀﾆ,45,0,0,0
53,78,53位,福島,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾌｸｼﾏ,40,0,0,0
54,78,54位,フッサ,ｾﾝﾄﾗﾙｽﾎﾟｰﾂﾌｯｻ,39,0,0,0
55,78,55位,稲毛海岸,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｲﾅｹﾞｶｲｶﾞﾝ,36,0,0,0
56,78,56位,墨田区体育館,ｽﾐﾀﾞｸｿｳｺﾞｳﾀｲｲｸｶﾝ,33,0,0,0
57,78,57位,新川崎,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾝｶﾜｻｷ,28,0,0,0
58,78,58位,曽谷,ｿﾔｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞ,27,0,0,0
59,78,58位,川越,ｾﾝﾄﾗﾙｽｲﾑｸﾗﾌﾞｶﾜｺﾞｴ,27,0,0,0
60,78,58位,東戸塚,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾋｶﾞｼﾄﾂｶ,27,0,0,0
61,78,61位,西東京,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾆｼﾄｳｷｮｳ,26,0,0,0
62,78,62位,下北沢,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｼﾓｷﾀｻﾞﾜ,21,0,0,0
63,78,63位,宇都宮,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｳﾂﾉﾐﾔ,19,0,0,0
64,78,64位,岩槻,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞｲﾜﾂｷ,12,0,0,0
65,78,64位,久喜,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾆｼﾞｭｳﾖﾝｸｷ,12,0,0,0
66,78,64位,青砥,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｱｵﾄ,12,0,0,0
67,78,64位,藤が丘,ｻﾞﾊﾞｽｽﾎﾟｰﾂｸﾗﾌﾞﾌｼﾞｶﾞｵｶ,12,0,0,0
68,78,68位,東十条,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾋｶﾞｼｼﾞｭｳｼﾞｮｳ,11,0,0,0
69,78,69位,溝ノ口,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞﾐｿﾞﾉｸﾁ,10,0,0,0
70,78,70位,越谷レイクタウン,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｺｼｶﾞﾔﾚｲｸﾀｳﾝ,7,0,0,0
71,78,71位,高崎,ｾﾝﾄﾗﾙｳｪﾙﾈｽｸﾗﾌﾞﾀｶｻｷ,6,0,0,0
72,78,71位,宇都宮,ｾﾝﾄﾗﾙｽﾎﾟｰﾂｸﾗﾌﾞｳﾂﾉﾐﾔ,6,0,0,0
73,78,73位,亀有,ｾﾝﾄﾗﾙﾌｨｯﾄﾈｽｸﾗﾌﾞｶﾒｱﾘ,4,0,0,0
